essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
4506	2	"Censorship in libraries has been a major concern in school systems for many years. In many school libraries certain books, music, movies, and magazines have been removed because of the content in them. These items can be removed for these common types of content wich include, use of violence, sexual acts, drug use, and inapropriate language. Many parents of young kids are always wondering what their kids are doing at school. Most parents would not want to find out that their kids are being introduced to such things at a young age, because it could influence them to participate in these activities.     In my opinion I do believe that certain material in school libraries should be removed but not in public libraries because a public library can be divided into sections depending on age groups. Inn elementry and middle school libraries, items should be censored because young students do not need to be introduced to things that are inapropriate or violent in anyway. In a school environment kids should only be introduced to drug use, and sexual activity through some sort of health class because there is where they will learn the true facts and it would be more educational for them, rather than hearing about drugs, sex, and violence in a song or seeing some form of it in a movie.     Many kids watch movies that have very violent, and inapropriate scenes, and some of the songs in the world today are exstreamly inapropriate for young kids. Their are also many books and magazines that should not be read by young students at school because of the content in them, this is why I do believe that censorship in libraries is a great thing."	3	3		3	4	4	4																		
4507	2	"WE ALL DON'T THINK OF ANYTHING WHEN YOUR CHILDREN CHECK OUT BOOKS FROM THE LIBRARIES.                                                                                                                                                                                                BUT ON THE OTHER HAND, WE DO NOT WANT YOUR CHILDREN GETTING HOLD TO THE CENSORSHIP OF BAD BOOK, MOVIE, MUSIC OR MAGAZINES. PARENT DON'T WANT TO COME HOME AN THERE CHILD LEARN A NEW WORD FROM THE NEW BOOK OR MOVIE HE/SHE JUST CHECKED OUT FROM THE LIBARY, OR READING A MAGAZINE FROM THE LIBARY. IT MIGHT MAKES YOUR CHILDREN ATTITUDE CHANGE PUTTING BAD INFLEUNCE ON YOUR KID BECAUSE OF A TRIP TO THE LIBARY. SO THERE FOR THE CHILDREN SHOULD HAVE A SECTION WHERE THEY PICK OUT THERE BOOK AND THEY SHOULDN'T BE ABLE TO CHECK OUT THE CENSORSHIP BOOK.                                                                 WE NEED TO MAKE SURE OUR CHILDREN BE MORE CONVINCED ABOUT THIS TOPIC."	2	2		2	2	2	2																		
4508	2	"I believe that censoring books in a library could be both good and bad.  I think that there is different levels of censorship that should be enforced depending on the library at which censorship is required.       In elementary school libraries, I think it would be appropriate to censor the books that are bought, and used in the library.  Seeing that elementary kids are not as mature as say an adult, or a high school student, their level of reading is not as advanced as ours.  Parents would definitely not want their children to be reading books that contain sex, drug usage, and any violence.  This is because reading these books might put ideas into their heads.  It @MONTH1 teach them things that they aren't supposed to do, and they @MONTH1 think that it is alright to act out on what they learn from a book.      On the other hand, high schoolers, such as myself, are interested in those kinds of books.  I am mature enough to know not to act out on what I read, and I am already aware of most of the things that books present.  While most guys are into violent books about shooting, or football books, a lot of girls are interested in the romance type of books, that possibly express more then what most kids should know.  In high schools, there should be less censory due to the fact that we are more mature and should be able to read what we are interested in.       In public libraries, I think there should be sections of books based on age level, which most libraries do have already.  This way parents taking their children to the library will know in which way they should direct them.  Everyone is obligated to their own choices, whether that choice is to read books that are more likely to be offensive, is their choice.      All in all, I don't think that books should be removed from the shelves if found offensive, because books are a type of out let to people.  They can be educational, read for entertainment, or just read to keep you preoccupied.  Books are everywhere, and people have every right to read whatever they please.  On the other hand, I think it is a great idea to censor books, and categorize them to reduce the chances of young children running into books they aren't supposed to, and to keep all of their parents happy!"	4	4		4	4	4	4																		
4509	2	"I think that everyone has there own opinon in what they listen to,what they watch, and what they read. I belive that the some stuff can change out of the world. not from people's offense or not because there will be none left too sell if people had there points of being offensive because everything is offensive to at less one person would be offensive.     I think they need to get rid of things that causes the weak minded people will do if they see it and have it in there mind and go do it in real life getting rid of the things that can get the weak mind in trouble.     I think that every that we can change what we see or hear and change the world, and thats what the world needs to change on what we could not think of before."	3	2		3	2	2	2																		
4510	2	"I think that censorship should be allowed in high school. For one, students who read books or watch the movies that are censorship can learn a lot from it.Also, I believe that if books are bad and not appropiate at school then why are they here? Movies that are not allowed becasue of its rating I think is lame because it might have pictures of naked people and bad language but we are high school students and we should be able to watch them because they are educational and we are mature enough to watch.Nevertheless, I believe that censorship is a good and bad thing but overally I think it should be allowed.     Therefore, books or movies that are censored, shouldn't be because I personally think that students learn better from recent rated r movies then some @DATE1 movied thats in black and white. Kids pay more attention to good interesting movies and the old movies most student fall asleep or just doesn't pay attention at all. So after that, I think that censorship should be allowed at high schools.     If books and movies are so bad then why would they even have some here already. I think its foolish for teachers or administraters to think that we are to immature to watch rated r movies like every kid at school watches them at home,I believe. Yeah I know some movies show some scenes that arn't school related but who cares we will get over it. Overall I think that censorship should be allowed at high schools.     Well then last point is that all these helps us in a way if you really think about it. Get a classroom with computers and for a week let them listen to music while they work and for another week dont let them listen to anything than see which comes out better. Personally listening to music makes me concentrate better and keeps me on coarse to get my work done.SO therefore, I think that censorship should be allowed at high schools.     So you got my opinion on censorship and I hope it helped you out to look at this situation better or clearer. I think rated r movies should be allowed at high schools and any music should to i mean its not like we are in prison,right? So there you got my opinion that censorship should be allowed at high schools"	4	4		4	3	3	3																		
4511	2	"Should there be censorship in libraries? Some say there should be, some do not.  Cultural books and magazines could be offensive to some readers.  History in books can sometimes even be offensive depending on someones lifestyle or background.     Are you wrong if you say you want censorship in the library?  No, you are not wrong because there are many people who think that some books should be taken off of the shelves of there local libraries.  Some of there reasons are because parents could have  young children and they do not want to expose them to such things while they are young and vulnerable.  Others though say that censorship is unnecessary because people are going into the library and looking for a book at their own risk.  Meaning that if someone goes to the library looking for a certain book and they pick up one they find as offensive, it could be a good book for someone else.     Do all books that are considered 'offensive' have to be fiction?  No, not all books have to be fiction if they are offensive.  This does not mean that there aren't books out there like that.  Cultural books or magazines from other countries or of a certain topic can sometimes be very graphic and have language that is only appropriate for certain ages.  Everywhere in the @CAPS1 no matter where you are there are going to be things that could either interest you or be offensive to you. Everybody has there own opinion on the matter.  The cultural @CAPS3 in the library are just showing how the people of othere countries live and act.  It is not opinions or false claims in these @CAPS3, only fact.  So cultural @CAPS3 should not be censored, although it could have a section just for that type of material.     History books can be one of those @CAPS3 that really depends on your opinion or what you were raised in.  Religion is one thing that history books can really raise offense to people because it could have some of the facts wrong about that type of religion.  Some people would get very upset about how it was wrong because they are teaching the kids wrong about religion.  Race and origin are another problem with some people.  History books and elder's stories can always somehow be mixed and could cause trouble.  For example if a @CAPS1 @CAPS2 @NUM1 veteran told a story about what happened in a certain area; the history book could tell a completely different story.  History books should not be censored because it is facts and teaching kids on what has happened in the past and how people survived.     My views on the censorship of libraries is that there should not be any of it.  Maybe the library could make a section for what people might think is 'offensive.'  @CAPS3 or books should definately not be taken off of the shelves though, because one man's offense is another man's great read"	5	4		5	4	4	4																		
4512	2	"Today, millions of teens are bombarded with all kinds of media garbage. This can range from exposure to certain movies, music, magazines, books, or to even commercials. Parents, teachers, and even governments censor materials such as these to protect the students or the general population on topics that can be offensive or difficult to explain. However is that really the right choice?      In life, we cannot shut our eyes and pretend that there are not harsh concepts out there in the world that we have to face. In fact, our parents and teachers should prepare us to be fully equiped when we go off on our own to find our place in the world. This then begs the question is it okay to censor certain books from the shelves of a library which can potentially enlighten us as growing students? When one conceals information, that person is stealing the right of knowledge. Not only that, but what one person finds offensive another can @MONTH1 not. This topic is just too abstract to be regulated. For example, take what Katherine Paterson said about how if everyone decided to work in this manner, all the books in the world wouldn't be available to any of us.      Therefore censorship in libraries should be condemned because we are only hurting ourselves in the long run when we limit the knowledge we decide to take in"	4	3		4	4	4	4																		
4513	2	"In our great country we have many freedoms, one of these is the freedom to read, hear, and see what we want. We all have different views that go with this freedom such as what we watch on televison, what we read in our spare time, and what music we like to listen to. However, if we had the right to remove things we do not like we will ruin the enjoyment for others. This would eventually remove our freedom. Many authors, musicians, and directors have stated that this freedom is important for having an enjoyable and creative life.     We as individuals have different views on many things. Luckily our freedoms allow us to have these views without intefering with the views or ideas of others. If we removed the books, movies, magazines, etc., there would not be anything for anyone. Our libraries would be emptied, the classrooms would not have books, and the stores would not have anything. We should not have the right to remove what we think is innapropriate or does not follow our values or interests.     Even though the right of removing things sounds like a good idea, we should consider the thoughts and ideas of others. Consider a public library, it has books for children, teens and adults with individual preferences, and a school library with books for children and teens with their own preferences on what they like to read. If we allow this right then these libraries which allow individuality would not be able to exist. People would be unable to live up to their freedoms of individualty. Everyone should be allowed to be themselves.     Imagine what it would be like if we expanded this right to the foods that we buy. We all have different tastes of food that appal and satisfy us. The foods that we choose are a lot like the books we read, there are kinds we favor and others that we would just try to avoid. No one would have any food to eat at a restaurant, at school, or any where else not even at home. It would turn out to be a disaster.     We should not have this right because it would not be fair to any one. Our views @MONTH1 be different but we have similar needs. The freedom we have is a freedom of choice. If we do not find a certain book, movie, or magazine to be appropriate we should choose to allow others to have the chance to pick it up and see if it fits their values and interests. Other people will  allow this chance too. After all, aren't individuality and choice what made the freedoms we have @DATE1"	4	4		4	4	4	4																		
4514	2	"Should books be removed from shelves if they are offensive? Who would determine if something is offensive or not and to whom it offends? These are just two questions that can create a high level of conflict and issues among many people. Would removing books from shelves limit our possibility to learn or see something from a different point of view?      First of all, who decides what is offensive and who it offends? It is possible for anything to offend anyone.  Also removing a book from the shelves could be offensive to the writter and the followers of the writter. Bringing up removing a book from shelves could cause more problems then just letting the book remain on the shelves. If offending others is the issue then would it not be better to leave it alone over all, rather than making it an issue to please one group but inturn upsetting another?      Secondly, could removing a book from the shelves limit your ability to learn something or hear something from another point of view? If books that offended people would have always been removed for reasons of offending other we could not have much of the knowledge we have today. For example a biology book might be offensive to people whos religion explains things differently and would make things untrue, and a religous document such as 'The @CAPS1 @CAPS2' or 'The @CAPS3' could be offensive to the people who believe the biology books to be true. If we removed both types of books from the shelves for being offensive, we would not have religion or modern science. This example could be used for any topic or genre of book because people can take many different things as offensive.      As a solution,  I believe it true that it is not possible to please everyone. If one person is pleased another is offended. If that person is pleased then the first person is offended. If books could possibly labeled as'some might take offensive' or 'material @MONTH1 be offensive' then people have a warning and they can choose if they want to read it or not. If they are offended they can not put blame on the author or where ever they got the book because there was a warning. It would  be just like the parental warnings on cd's. This @MONTH1 not fix the problem of people being offended, but it could very much reduce the amount of complaints about a book being offensive.     In conclusion, books should just be left on the shelves regardless of people complaining about them being offensive. Books being taken off shelves could turn into all books being taken off shelves which means no education or learning. That is just not an opition. Leaving books that offend certain people on the shelves @MONTH1 cause contraversy with others but if some sort of warning could be put in place and the proper procedures are preformed, the issues should decrease greatly. Think about all this the next time you want a book to be removed from the shelves"	4	4		4	4	4	4																		
4515	2	"I agree with Katherine's statement, but to a certain extent. If a book or magazine has cursing or anything offensive in it, then a student should take it to the librarian and let him/her know they are offended by it. Especially if it's in a middle school or elementary school.      Of course there's going to be a book or movie or magazine that has something inappropriate in it. One day my friend and I were in the library looking for a book to read, and that's when I first discovered the @CAPS1 series. But as I got into the books, the more mature they got. In the last book, @ORGANIZATION1, it has a lot of profanity in it. But that doesn't mean I'm not mature enough to not know what it means. Same with any other high school student. But you can't protect your children from everything. Not even curse words.     So if you see a book at a local library that is absolutely filled with offensive things, and you decide you want it removed, just take it to your librarian and comfront him/her. I'm sure they'll understand. Or maybe they won't, and they'll wait to see if anyone else will want it removed. My point is, you can't always protect your children from violent words or movies, or magazines. But you can always stand your ground and try"	3	3		3	4	4	4																		
4516	2	What impact does books that are for mature people have on kids? Recently people are trying to censorship libraries for what they seen what their kids are reading or have been acting lately. I disagree in censorshiping in libraries. Instead of censorshiping libraries maybe have a section for explict books or things for preventing little kids from reading them.     First of all instead of removing all the books maybe you should consider making a section for only for people of certain age. Make a section in at the back of the library and ask for @CAPS1 to confirm that there old enough.This would let the libarary keep all their books and would keep all their construmers happy and the most important keep the parents happy.     Another reason for not censorship libraries would be that the number of construmers would slowing drop. This would make the construmers unhappy and the library drop on its popularity for not having the books that people want to read.     I can also see why they are trying to censorship libraries because of the kids behaviors. With censorship in libraries this would keep the little kids from acting the way they do in a book. But @CAPS2 would be better just to not censorship libraries and keep the people who does read them happy.     At the end I disagree in censorshiping libraries because @CAPS2 would upset the people who read them and probably the library poplurity would drop which means people would stop visiting the library. So people that disagree should act now so libraries can stay how they are now	3	4		3	3	4	3																		
4517	2	"The @CAPS1 on Books     In the world today, everything is showed every place you look. Libraries are used by many people, people go there to research, study, and even just to find an interesting book to read. One of the problems that some poeple are having is the exposing of personal things. I believe that libraries should have a censorship. Why should libraries have one? Here are my reasons why.     One reason why censorships in libraries are a smart idea is younger children search for books there. Any parent would tell you that they would strongly dislike the idea of their child reading something very detailed and adult like. A library should be a place where children, young adults and senior citizens can go to escape from reality not somewhere were they are worried about what book they might pull out from the shelf.      If libraries still want to keep certain books in stock, they should start an age limit on those books. Limiting the age on books will stop younger audiences from viewing them. Another thing they could do with the age limiting is parents could set the age limit with the library on when their child should be allowed to view certain books.     Also, another way that would help stop offensive viewing is parents looking at what their children are reading, watching and listening to. Parents could help by keeping an eye on what their child is doing.      Cenorships are a wonderful way of stopping the viewing of adult like issues. More public places should start a system of them. The world needs to understand that some audiences aren't ready for reality just yet"	3	4		3	3	4	3																		
4518	2	"libraries arcross the world contain all kinds of books, so good and some bad. theres always gonna be something in a book that @MONTH1 offend the reader or someone close to the reader. it just depends how sensitive people are. the main reason people want to ban books or have them removed from libraries is because of racial slurs, relgion, and sexual content.       i think it should be the libraries choice to either put the book on the shelf or to take it down. magazines are an issue along with movies and different kinds of music. according to some libraries are just trashed with vulgar, racial, or bad movies, books, ect. if the parents are scared of there children being able to rent these things, they need to put some sort of block on them. if you want to rent bad things you should have to have parental permition.      taking all of these things out of the library is not a soulution. all it does is create anger and leads to lawsuits and more. the library needs to make sections of different rated books so that kids wont be able to get the 'bad' books in there hands.alot of the nooks in libraries have meaning even if the book uses foul language or hate etc. it shows the mood of the story or how the charachter really feels inside. if stories like '@CAPS1 in The @CAPS2' didnt have anger, emotion, or the passion it has it would be a boring book. authors put language, sexual content, and violence in books, movies, and magazines to entertain certain crowds. if you take these things away certain people will not have the entertainment they have enjoyed with the things they have read or things could possibly read"	3	3		3	3	3	3																		
4519	2	"@CAPS1          @CAPS1 a day where there are no books in the school library. A librarian walks through the now empty corridors, reminising of the days before censoring, before everyone told her of what they found offensive. Everyones ideas are different, but that absolutely does not mean they should have everyone else comply.      Saying such, if someone finds a book offensive, they just should not pick it up. Just don't read it! By pushing to have the book taken out, they would be implying that they know best, and usually, they don't know best. A @CAPS2 could be offended by a fashion magizine in the library @LOCATION1 simply has an advertiziment for a body wash. She @MONTH1 say something like '@CAPS3 child shouldn't see things like this,' then demand it be taken out of the library.      Does that make sense? I didn't think so either. In addition, if one woman was able to take a magazine out of the library, then another man or woman would believe they had the same power. Censoring could become a casual thing, and books could be thrown out daily! Now, that's only on a small scale. @CAPS1 if they actually took this up with higher authorities. That book would be taken away from all schools in the @LOCATION1 brings us to this problem. Should we, as people,as normal citizens, really decide what others are able to read? The answer to that is a definate no.      Let's look on the other end of this now, too. What will happen to the authors who wrote the books that are now banned? As an example, I'll use @PERSON1. What would happen to her if the series '@CAPS4 @CAPS5' were banned from schools? Also, what about the kids that like to read? This is just taking good books away from the students...Because someone didn't believe in magic and threw a fit about it.      That librarian from the beginning is leaving now, theres no more books to check out, bring back, or read anymore. The kids have to go to a public library to get all the books they want to read, and are then still discouraged from reading because the material wasn't proper. This shouldn't happen. Books do not need to be censored, and people who have a problem with a book just shouldn't ruin it for everybody"	3	4		3	4	4	4																		
4520	2	"Censorship          Should certain materials (books, music, movies, magazines, etc.,) be removed from the shelves if they are found offensive? I think it depends on how offensive the material actually is. If it is something very provacative or racist or advanced beyond the years of the people who have access to it, then it shouldn't be allowed. Or, the materials should be restricted or placed in a special section that only certain people have access to. It depends on the level of intelligence, maturity, and age of the people who have access to these materials.          I don't think these materials should be removed, but restricted. Some of it should be left up to the school or library, but it is also a responsibility of the parents. If a child has permission to access a certain material, then they should be allowed to if their guardian thinks it is appropriate. Sometimes the guardians views @MONTH1 not be the same as a the library or schools, but it's mostly up to the guardian. Schools and libraries can't really argue with people's morals or intelligence.           Over all, I don't think materials such as books, music, movies, magazines, etc., should be removed unless it has been deemed necessary by a group of people that includes parents, teachers and/or school board memebers, and/or library staff. Just because one mom thinks a book is innapropriate for her child, doesn't mean it should be banned from another. Everyone has a different opinion and idea of what's acceptable, therefore it isn't fair for everyone to have to go by the idea of only one person.                If you don't want your child to have access to a certain material, then simply don't let them access it. If you think it's not an appropriate material for any child to access, you can express that, but others @MONTH1 not agree. Materials considered innapropriate by a respectable group should be restricted or have a warning on them, but not a ban."	4	3		4	4	4	4																		
4521	2	"If you found a movie that you really enjoyed at the library, would you get mad if the library just tok it away and there was no other place to get it? If one person doesnt like something they see at the library doesnt mean its not educational, and just get rid of it. Just because somebody doesnt like the one thing doesnt mean another person will. I dont think they should get rid of movies, music, books, or magazines just because of one person. Here is somethings that will make you think about geting rid of all these catagories.    One thing about movies that I like are they are good for visual aids. some people are better learners if they visualize something, they can get a better understanding of the purpose or the cause of the situation and they might learn faster. Another thing about movies in the library are becasue they show you things in the movie that you wouldnt be able to see if you were just reading a book. One thing that i like personally is that when people are in movies its like you are actually talking to me like me and the actor are really having a confersation. When you look at movie it gives you a visual picture of whats going on, even if the content isnt apropreate. Thats al the reasons why i think that movies shouldnt be taken away because someone thinks that the movies are volgure and not censored.     Music is another rule that they shouldn't get rid of. Music is almost the only thing you can calm you down so that you can focus again. Another thing that music does to you, is it soothe's the mind so that you can relax and you wont bother anybody else. When you listen to music , it blocks out other sounds that you might get distracted from. so those are the reasons why music shouldnt be rid of.     Magazine and books are the basics of a library. If you get rid of those, then it wouldnt be a library anymore. books are the basic learning methods of education. People learn the most information  out of a book or magazine. If you take those away its like your trying to hold people back from education and knowledge that they have in books. So if you get rid of magazines and books then it wouldnt even be a library any more.     if you get rid of movies from the library then people want be able to have a visual aid as there alternative way of learning. If you get rid of music from the library, you wont be able to consintrate as well on one thing if your constantly getting disturbed by other noise around you. Last but not least if you get rid of books from the library then it would be a library anymore it will just be a place to go like any other place. The library wouldnt be anything any more. Now would you want that? thank you"	4	4		4	3	3	3																		
4522	2	"Im alot of things but i am surley not a reader.But i do believe that you should be able to publish anything that you want over any topic. weather that be a grafic novle or a didry maggazine. nothing should be taken off the shelf for being offencive if it offends you dont pick it up or much less read it.      Say i wanted to write a book but people say it was too disgusting, i would still be able to write it and sell it. anything that anyone has a problem with they try to band or get rid of it. instead why dont they just get over it? we have rights every individual person from me to you we all have them, and should be able to use them to the full exstent of what they can be used for.     Call me old fashoned but, I beleive in freedom of speach and the freedoms that we have lost solders over and the freedoms we have every single day we live. I think drinking every @DATE1 of the week is wrong but, you dont see me on the news yelling about it no i deal with it just like people should deal with the things they dont like.      so i hope in this essay ive made good points in making sacrifices and dealing with things and not act on something you shouldent be able to change, thank you for taking the time to read this."	3	3		3	2	3	2																		
4523	2	"Libraries are filled with books, magazines, music, movies, and many more materials. All of the materials cover a really wide range of topics. For example, movies can be a comedy, mystery, or adventure. However, some of this material is not suitable for some viewers and can be very offensive to them. For this reason, these offensive materials should be removed from libraries.     One reason offensive material should be removed from libraries is because it can lead to violence in teenagers. If a teenager is continually reading books or watching movies that have violence in them, then they might think violent behavior is all right. They might not know that violence is not the answer to many problems, and they will not realize that there are other solutions to a problem.      One case that proves seeing offensive material can lead to violence occurred in a high school. A straight-A student got a grade she thought she did not deserve from a teacher. This student then painted her face white, put on red lipstick, and took a knife to the teacher's classroom during school. She then proceded to threaten to kill the teacher. She got the idea from the movie '@CAPS1', and her costume resembled the @CAPS2. Some students in the classroom at the time called @NUM1, and the police officers convinced the girl to put down the knife. Maybe if she had not seen the movie she would not have threatened to kill her teacher.     Another reason offensive material should be removed from libraries is because the material is sometimes inappropriate for younger children. The children might just be looking at books and magazines in the library and not even check it out. This way no one will know that they read it. Some of the books in libraries have subjects like sex and drugs in them. When the child reads this, he might want to do everything that is in the book. I have  read a book that contains sex and drugs. The book might put awful ideas into the child's head if he read it.     After all is said and done, offensive material should be removed from libraries. The material can lead to violent acts in people, even if it does not seem like that kind of behavior could possibly come out of that person. The material can also be inappropriate for younger children. All in all, material in libraries can be offensive to some people."	4	4		4	4	4	4																		
4524	2	"Libraries have all kinds of books. Books for everyone. I think libraries shouldn't have to take books out because some people dont like it, or find it offensive, when others might like the author.      If there is a book in the library that you find displeasin simpley don't cheak it out just put it back on the shelf and go on with your day. Like author Katherine Paterson said if we start taking book off the shelvies then there willn't be any books left to read. Yes, there are books out there that are not ment for little kids and some adults, but that's why you dont let them cheak them out till you think they are old enough. Just because you dont like the book doesn't mean noone else likes it. Everyone has there own tast in reading, as everything else.     Libraries have sections for all ages. With books for there age. Like the childern's section is for little kid, and the adult section is for adults. Little kids shouldn't be cheaking out books from the adult section. Parents should take responsibility over there kids and watch what they'r doing. Then we wouldn't have to worrie about what they are reading, watching, or listening to.     The libraries are doing just fine the way they are, and have been for years, and will for years to come. So no libraries shuold have to take sertain books off the shelves just because someone doesn't like it, or want there kid reading it. Just ignore that the book is even there and find another one that fits you'r liking. People learn alot from books, so if we get rid of most of them what will we lear from then? Books are a great part of history. Why get rid of you'r history? It's just wrong. Books shouold stay right where they are and belong."	3	4		3	3	3	3																		
4525	2	"Libraries have books that are short, long, and everything in between. Their are good and bad books, but that all depends on the opinion of the reader. There is no reason that if someone is offended by a book in a library that it should be removed from the shelf. The books on a shelf in the library are there for everyone to read so if one is removed then someone else is missing the chance to have the experience of reading that very book.     Would you have some food destroyed if it didn't taste any good to you? No, you wouldn't get it again. So why'd someone have the right to remove a book because they were offended it isn't right your views on something are only an opinion nothing more. Your views are not the same as @PERSON1's who lives down the street so by removing a book it is pushing your views on somone else.     In conclusion, the books in question could be good or bad in the eyes of the next person to read it. Pushy people aren't normally liked by others. Books are meant to be read and interpreted by the reader. That is why no one person has the right to take it off the shelf."	3	3		3	3	3	3																		
4526	2	"' Everyone in the world has an opinion, some people @MONTH1 find them offensive but there are also people who find it interesting and enjoy reading, listening, and watching the material. I personally have never had this kind of problem, i have only been to the library around @NUM1 times i generally rent movies. there are people who can noot deal with certain things like blood and guts or racism in books movis and music, but at the same time there are people who absolutely love it it's their thing.      I believe that it would be wrong to strip those of what they find interesting what they enjoy to read or watch and listen to. some people will say well its vulgar well the people will say that its a master peice or that what they are into is dull and has no interesting moral. Libraries generally do not have things that are to gory or things that have too much sexual content they might in books but not movies or magazines. Now music nowadays can be down right vulgar and disrespectfull, it can also be very sexual and contain lots of gang related violence which has become a large problem with our children.  Libraries generally have old school music like michael jackson, The @CAPS1, and slow jams like @CAPS2-kelly, and old smooth positive rap, good old country music, and nice soothing jazz. The music our children to nowadays has all of these depressing & violent morals that do not need to be shared with some of these young and imitatfull minds. I believe that they should not pull it off the shelfs but i do believe that you should have to be a certain age to acess these things.'"	3	4		3	3	3	3																		
4527	2	"Today it seems as if anything you could imagine is out in the world somewhere, somehow. Whether it is found in a magazine, a book, music, or movies is irrelevant. The fact of the matter is, if good stuff is out there, then you can generally make the assumption that bad stuff is out there too. This bad stuff is sitting around on the shelves of our libraries nationwide waiting for someone to open it up and induldge in their naughty, intense, or graphic ways.      As an @CAPS1, every man has the right to do or read what he wants. But what happens if it is not a man at all but in fact it is a child? This child is not choosing to read such bad things but just so happens to stumble upon it. Should they be punished for accidentally coming across this material and reading it? Which raises the question; who is to blame, and, what is the solution? It is a good and respectable idea to censor certain things in libraries but if someone wants to read something, they should be able to right? It is a very sticky situation and determining the answer should be a long and thought out process examining the issue from all angles, and different perspectives.      The people that have brought this issue to the surface more than likely have personal experiences that make them feel so strongly on thier views of censorship in libraries, as have I. On a dry, blistering @DATE1 day I wanted to find something to do indoors. So instead of staying home all day I walked down to the library. I had been there a lot that @DATE1 and I was pretty familiar with their selection so I was looking for something new. So I strayed out of the kid section and browsed other areas of the library. There were so many choices and options right at the tip of my fingers. I got tired of reading all the titles so I did what generally any other kid would do, and something parents have been telling their kids for centuries not to do; I judged the books by their covers. I found one that looked interesting, and long story short I just so happened to stumble upon a love story. But not the kind I was used to. It was an adult book and want into vivid detail about the relationship of a sexually active older couple. Needless to say I was speechless. Reading that stuff as a child, scared mevery much so.     Nevertheless it leads me to believe that it would be smart for censorship to be put into place in libraries. Of course, not every kid is going to have the same experience I did. In fact hardly any will. But I know that I was traumatized. So I can easily imagine how other people felt when the same thing or a realitively similar thing happened to them. But for all the other people that have not had things happen to them or that have not stumbled upon such material would probably think that it is unfair that things should be taken away from them just because other people could not handle it. But if you were like me, or any other innocent child that happened to find and experience certain things they just were not ready for would you not agree that censoring libraries is a beneficial thing to everyone? If you want things that are more intense or out there, then you can go to a bookstore, instead of a public library.     I am a teenager and I do not have children but I can only imagine how you mothers and fathers out there would feel if it was their kids who were emotionally scarred from experiences they could have been shielded from in the first place. Kids should be kids and not have to be worried about the bad things in this world, and the most effiecient way to keep that the way it is, is to censor books, music, magazines and movies from the shelves of public libraries."	4	3		4	4	4	4																		
4528	2	"Everday hundreds of people visit your local library. The library offers and array of things such as books, music, movies, magazines and newspapers, but what 'limits' does the library have about the content of those things? All sorts of people go to the library. I go to the library, you go to the library, moms, dads, aunts, uncles, siblings, we all go to the library at one time in our life. Different crowds of people have different interests that @MONTH1 offend others. The question is, should we limit or rule out certain subjects in libraries?     Limiting or censoring the mass media we have in our libraries would nearly empty them. Truth is, someone, somewhere is going to take offense to the items in most libraries; you can never please everyone. Also, some of these topics could be used for educational purposes. Take anatomy books for example. While high school and college srtudents use these books and diagrams to study, some mothers many find them inappropriate for their young children to see. This is why libraries have seperate sections for different audiences. There could be a childrens section, a 'tween' section, and an adult section to help with this issue. Also, everyone has different interests. I, personally, can not stand rap music but my sister loves it. Eventhough I find some of the things they say in those songs offensive it is my choice to listen to it or not. The song writers, singers, publishers, and authors who write this material have the freedom to do so. Who are we to tell them they can't write about sex, drugs or murduer because, face it, those things are part of our day to day lives. If children aren't seeing these things in libraries, they will eventually come across them else where.     Should we remove 'offensive' material from libraries? No. If we do that there will be no books to read, no movies to watch or music to listen to because everyone will take offense to sometyhing."	4	3		4	4	4	4																		
4529	2	"Dear @CAPS1 @CAPS2 @CAPS3 Newspaper @CAPS4,        the artedclie that you writte last week really get to me. The one about do you believe that certain materials, such as books, music, movies, magazines, etc., should be removed from the shelves if they are found offensive to some people. i went back and fore on this, first i was thinking that if it was offensive to some people  then we sould take it down bucese if it offensiveds people then why are we selling it to the people, but then i get to thinking agian and  i was like people have the right to freedom of space and if this how they what to talk then let them space there mind.     this great courtry of ares was made on the right that every one is made the same and every one inteialed to the freedom of space. if people what to talk like thet do in there music or act they way they what to in there movies its there life if yuo dont like it dont buy it are even pay an attient to it.say if i was a raper like lil wayne or some one like that i would care about the people who are talking the way they are bucese it is my way of tilling the world how i feel about thing that are on my mind.if some one writtes some thing in a book that you dont like dont go all out and go on tv shows to make fun or till how you feel writte i letter to the author and till them how yuo feel about the topic.     every person black, white, yellow, brown, or even green has the right to freedom of space. was give to us for a ressen and i think it was for that even if you have idia but you think it is supted just say it bcuese some people think that is amazing or not. but every one is created the same so treat people the way you wont to be treated. i would like to thank you for reading this. your artedcile really open my eyes to the world and how i sould see it. thank you for writting it.                                                                   sincely,                                                              @PERSON1"	3	3		3	2	2	2																		
