numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	lexicalDiversity	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	score	Selected
4149.0	3301.0	864.0	0.5835073068893528	0.06993736951983298	3.0	3.3893528183716075	44.0	0.022727272727272728	0.11363636363636363	12.0	19.636363636363637	284.0	0.5	9.104545454545455	85.95200757575759	6.1489688552188575	7.095926599326599	6.0	6.883109765328511	27.390993265993266	44.38695644091784	0.8509485094850948	3.0422535211267605	0.3287037037037037	9.661876207644758	1702.7460282292222	77.09575351213283	0.18287037037037038	0.08796296296296297	0.8055555555555556	4.577464788732394	204.0	43.0	12.0	83.0	1.0	0.0	84.0	67.0	1.0	4.0	0.0	9.0	154.0	9.0	8.0	0.0	1.0	0.0	112.0	10.0	34.0	1.0	1.0	7.0	0.0	25.0	0.0	47.0	73.0	16.0	18.0	37.0	13.0	1.0	0.0	2.0	11.0	0.0	15.0	40.0	0.08680920852581467	2.751131221719457	0.7636395868358579	34.0	No
1998.0	1635.0	371.0	0.48687350835322196	0.14558472553699284	4.0	3.8687350835322194	22.0	0.0	0.045454545454545456	18.0	16.863636363636363	167.0	0.4797136038186158	11.597206567017889	75.01813954913013	6.985200931144327	8.856682994364126	7.0	8.710501217029154	33.30568488115658	46.74573971129072	0.9872611464968153	2.2215568862275448	0.4501347708894879	8.670207998574455	593.9252512326395	77.19921647904445	0.261455525606469	0.15363881401617252	0.6944444444444444	4.607142857142857	84.0	12.0	1.0	36.0	0.0	0.0	41.0	24.0	1.0	2.0	0.0	3.0	80.0	2.0	4.0	0.0	0.0	1.0	31.0	11.0	25.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	38.0	8.0	7.0	11.0	7.0	1.0	0.0	2.0	27.0	1.0	2.0	36.0	0.06480890845387352	-0.11085972850678694	0.45319442107491925	32.0	No
2588.0	2120.0	483.0	0.5475792988313857	0.10851419031719532	1.0	3.4808013355592653	37.0	0.05405405405405406	0.0	9.0	13.054054054054054	239.0	0.33889816360601	7.457646466342119	86.74041463824074	4.403772592468247	8.828101163896816	5.0	7.222845823187471	26.511610989871862	57.319814298089895	1.6687898089171975	2.0209205020920504	0.494824016563147	10.874876549119632	470.3809898615093	145.16291195737028	0.3146997929606625	0.15942028985507245	0.7222222222222222	3.6842105263157894	88.0	19.0	1.0	40.0	1.0	0.0	45.0	55.0	3.0	3.0	0.0	5.0	150.0	2.0	39.0	0.0	0.0	0.0	23.0	22.0	23.0	1.0	0.0	4.0	0.0	10.0	0.0	19.0	30.0	11.0	5.0	15.0	8.0	3.0	0.0	1.0	31.0	0.0	14.0	32.0	0.14479507496246966	3.3009049773755654	0.927569045252568	40.0	No
2710.0	2182.0	528.0	0.496551724137931	0.10689655172413794	4.0	3.696551724137931	22.0	0.0	0.2727272727272727	19.0	24.0	220.0	0.4810344827586207	12.100000000000001	72.07840909090912	9.16810606060606	7.09970303030303	10.0	9.218907990703514	35.74242424242424	47.95830568039607	1.0569948186528497	2.4	0.4166666666666667	9.574271077563381	683.9025242379247	86.30952380952382	0.23484848484848486	0.0928030303030303	0.7222222222222222	6.296296296296297	106.0	27.0	4.0	50.0	1.0	0.0	60.0	42.0	3.0	5.0	0.0	6.0	100.0	7.0	7.0	0.0	0.0	0.0	29.0	14.0	42.0	0.0	0.0	7.0	0.0	17.0	0.0	31.0	32.0	7.0	6.0	22.0	8.0	5.0	0.0	6.0	1.0	0.0	5.0	36.0	0.13991062024146428	-1.9185520361990953	0.6359778619164831	34.0	No
3892.0	3190.0	722.0	0.5444319460067492	0.12148481439820022	1.0	3.5399325084364452	45.0	0.022222222222222223	0.044444444444444446	12.0	16.044444444444444	287.0	0.4049493813273341	9.46486919052016	76.7734345952601	6.53686241920591	8.368869541397354	7.0	8.778014704023537	31.00289319790705	50.17956261849702	1.218978102189781	2.515679442508711	0.3975069252077562	10.681034010554692	693.8502845544122	116.57598783710637	0.22022160664819945	0.12188365650969529	0.8055555555555556	4.089743589743589	151.0	24.0	6.0	57.0	0.0	2.0	66.0	82.0	1.0	3.0	0.0	9.0	174.0	11.0	31.0	0.0	2.0	3.0	43.0	20.0	57.0	1.0	0.0	2.0	0.0	28.0	0.0	39.0	48.0	15.0	9.0	32.0	8.0	2.0	0.0	7.0	24.0	0.0	6.0	33.0	0.1972046730885338	1.226244343891402	1.1397857170134051	40.0	No
4813.0	3965.0	936.0	0.5577092511013216	0.10044052863436123	1.0	3.458149779735683	70.0	0.2857142857142857	0.02857142857142857	4.0	13.371428571428572	382.0	0.34889867841409694	7.271648351648352	86.78992307692309	4.475711843711846	9.816101062271063	5.0	6.991621456251084	25.55091575091575	55.58002483476242	1.7457627118644068	2.450261780104712	0.4081196581196581	12.486060603797716	540.9422222222222	159.7007582770218	0.23824786324786323	0.14957264957264957	0.8055555555555556	3.6454545454545455	194.0	25.0	1.0	77.0	2.0	0.0	93.0	113.0	2.0	1.0	0.0	8.0	273.0	9.0	73.0	0.0	1.0	10.0	35.0	14.0	50.0	2.0	0.0	11.0	0.0	22.0	2.0	47.0	62.0	31.0	14.0	30.0	10.0	6.0	0.0	5.0	41.0	0.0	55.0	35.0	0.15967139443502082	3.9140271493212673	0.832667079963303	40.0	No
4143.0	3343.0	814.0	0.5183537263626251	0.11790878754171301	4.0	3.6473859844271415	33.0	0.030303030303030304	0.24242424242424243	25.0	24.666666666666668	307.0	0.4905450500556173	12.421949221949223	75.58064291564294	8.845233415233416	7.439905241605242	10.0	8.666027191798058	37.68877968877969	49.33778980772251	1.073015873015873	2.6514657980456025	0.37714987714987713	10.760344431523198	829.6817915917043	102.65357598049906	0.22113022113022113	0.10196560196560196	0.8333333333333334	5.333333333333333	176.0	43.0	1.0	67.0	1.0	1.0	95.0	71.0	2.0	5.0	0.0	14.0	161.0	4.0	6.0	0.0	2.0	5.0	72.0	12.0	50.0	4.0	0.0	7.0	0.0	30.0	0.0	58.0	33.0	28.0	14.0	35.0	8.0	1.0	0.0	7.0	12.0	0.0	6.0	40.0	0.12018546648624454	0.9117647058823533	0.7237445926071149	37.0	No
2546.0	2053.0	504.0	0.5259515570934256	0.09169550173010381	1.0	3.4775086505190314	41.0	0.14634146341463414	0.024390243902439025	13.0	12.292682926829269	228.0	0.42560553633217996	7.218660472319009	91.46149825783975	3.5561304684475417	7.410482946186605	3.0	6.584502450881947	22.808555942702284	51.86270226121069	1.3016759776536313	2.210526315789474	0.4523809523809524	10.155927192672126	584.9705403285809	108.00103519668737	0.28174603174603174	0.1130952380952381	0.75	3.8679245283018866	95.0	12.0	2.0	45.0	5.0	0.0	54.0	45.0	0.0	0.0	0.0	11.0	130.0	7.0	11.0	0.0	2.0	1.0	23.0	19.0	37.0	3.0	0.0	2.0	0.0	16.0	0.0	27.0	26.0	10.0	5.0	16.0	11.0	2.0	0.0	2.0	13.0	3.0	4.0	36.0	0.1345083693208756	1.9095022624434392	1.142763620613737	38.0	No
1964.0	1568.0	402.0	0.5607476635514018	0.08411214953271028	3.0	3.6098130841121496	5.0	0.0	0.8	92.0	80.4	130.0	0.5070093457943925	34.846567164179106	21.4782537313433	30.237144278606966	9.666827562189056	37.0	13.662883650711645	89.35522388059702	34.76332269727309	1.2846153846153847	3.0923076923076924	0.32338308457711445	6.4838106846996135	2013.1015369110607	33.075431665203396	0.16169154228855723	0.07213930348258707	0.6388888888888888	6.045454545454546	78.0	24.0	1.0	48.0	1.0	0.0	49.0	21.0	0.0	3.0	0.0	6.0	88.0	12.0	0.0	0.0	0.0	0.0	22.0	3.0	26.0	1.0	0.0	0.0	0.0	12.0	0.0	29.0	3.0	3.0	3.0	33.0	7.0	3.0	0.0	6.0	13.0	1.0	20.0	31.0	0.06477260183919693	-2.110859728506787	0.21784821774864782	29.0	No
1222.0	986.0	242.0	0.5652173913043478	0.09782608695652174	2.0	3.539855072463768	19.0	0.0	0.0	9.0	12.736842105263158	114.0	0.4420289855072464	7.904654197477164	83.78727055241413	4.736872553284037	7.008660591561549	4.0	8.032893268588372	23.893866898651588	42.710764649937616	0.9351851851851852	2.1228070175438596	0.47107438016528924	7.328197550478765	800.7544581618656	57.897985537190074	0.24793388429752067	0.09917355371900827	0.6944444444444444	4.32	58.0	4.0	2.0	15.0	0.0	0.0	23.0	13.0	2.0	1.0	0.0	7.0	48.0	5.0	9.0	0.0	0.0	0.0	22.0	5.0	17.0	0.0	0.0	1.0	0.0	9.0	0.0	17.0	3.0	4.0	3.0	16.0	15.0	1.0	0.0	3.0	5.0	0.0	11.0	34.0	0.11673691871962384	-0.10180995475113086	0.6707207961868105	34.0	No
2751.0	2197.0	553.0	0.5535420098846787	0.09390444810543658	2.0	3.5469522240527183	17.0	0.058823529411764705	0.29411764705882354	22.0	32.529411764705884	207.0	0.46622734761120266	14.82008296989682	68.71782789064993	11.755783427294968	7.220139655355814	13.0	8.671277953709914	42.836825869588345	43.66999062014387	1.2789473684210526	2.6714975845410627	0.3743218806509946	8.802535390145039	1307.3933813519468	67.96700864438847	0.21880650994575046	0.0705244122965642	0.6388888888888888	5.892857142857143	91.0	37.0	11.0	42.0	0.0	0.0	61.0	49.0	0.0	3.0	0.0	2.0	146.0	0.0	5.0	0.0	0.0	0.0	37.0	36.0	25.0	1.0	0.0	1.0	0.0	12.0	0.0	23.0	17.0	12.0	7.0	25.0	7.0	1.0	0.0	4.0	7.0	1.0	6.0	44.0	0.05701753324398735	-0.877828054298643	0.329321943795833	32.0	No
4656.0	3807.0	876.0	0.5145436308926781	0.12738214643931794	1.0	3.740220661985958	47.0	0.0425531914893617	0.06382978723404255	11.0	18.638297872340427	371.0	0.4292878635907723	11.382259788205577	75.11712765957449	7.412269503546103	8.562534916933839	8.0	9.690429555198008	33.1360147673176	56.75081660530461	1.3540983606557377	2.361185983827493	0.4235159817351598	12.534928369310464	618.2789578732479	155.10203558027035	0.2728310502283105	0.16095890410958905	0.8333333333333334	5.245901639344262	168.0	29.0	8.0	80.0	4.0	0.0	102.0	62.0	0.0	5.0	0.0	7.0	220.0	6.0	14.0	0.0	2.0	2.0	55.0	33.0	44.0	2.0	2.0	10.0	1.0	30.0	0.0	36.0	64.0	23.0	18.0	21.0	6.0	3.0	0.0	5.0	24.0	0.0	9.0	43.0	0.14787375613395895	3.0791855203619907	1.1493097291210503	43.0	No
1434.0	1150.0	295.0	0.5769230769230769	0.08579881656804733	1.0	3.3461538461538463	15.0	0.0	0.13333333333333333	16.0	19.666666666666668	161.0	0.47041420118343197	9.76497175141243	83.05909604519775	6.560000000000002	7.609390395480226	6.0	8.238735603445708	29.49717514124294	56.20247364216788	1.045045045045045	1.8322981366459627	0.5457627118644067	9.37378240680727	461.06393206216956	110.81834050088537	0.34915254237288135	0.13898305084745763	0.7777777777777778	5.235294117647059	63.0	13.0	1.0	22.0	1.0	0.0	29.0	23.0	2.0	2.0	0.0	5.0	59.0	4.0	1.0	0.0	0.0	2.0	18.0	8.0	17.0	1.0	0.0	4.0	0.0	13.0	0.0	18.0	13.0	8.0	2.0	17.0	5.0	2.0	0.0	3.0	7.0	0.0	5.0	37.0	0.0931186842074069	0.19683257918551966	0.5695823794066865	37.0	No
3185.0	2600.0	602.0	0.46567164179104475	0.10895522388059702	4.0	3.798507462686567	29.0	0.10344827586206896	0.2413793103448276	32.0	20.75862068965517	188.0	0.4582089552238806	11.426371863901934	72.21549833887046	8.34373582311834	7.289051174246763	9.0	9.581879112588783	32.884866536831254	38.308475732874435	1.5	3.202127659574468	0.3122923588039867	7.662307971828691	1473.2520227025723	47.50766366539875	0.1511627906976744	0.09302325581395349	0.75	5.9655172413793105	101.0	27.0	2.0	58.0	1.0	0.0	67.0	54.0	3.0	2.0	0.0	19.0	126.0	22.0	15.0	0.0	1.0	0.0	36.0	5.0	31.0	1.0	0.0	3.0	0.0	21.0	0.0	36.0	10.0	8.0	2.0	29.0	16.0	7.0	0.0	7.0	14.0	0.0	11.0	30.0	0.1028521359387609	-2.979638009049774	0.41764082570484096	34.0	No
1299.0	1065.0	235.0	0.47265625	0.18359375	4.0	4.06640625	12.0	0.0	0.16666666666666666	10.0	19.583333333333332	146.0	0.44140625	12.76950354609929	63.11791666666669	9.3206914893617	7.362684397163121	9.0	10.864195022040775	39.58333333333333	65.31444721345349	1.1685393258426966	1.6095890410958904	0.6212765957446809	9.523989866580257	264.57421658870277	130.45412383456852	0.41702127659574467	0.14893617021276595	0.6666666666666666	6.071428571428571	50.0	10.0	2.0	17.0	0.0	0.0	28.0	26.0	0.0	1.0	0.0	4.0	49.0	2.0	1.0	0.0	0.0	1.0	13.0	10.0	14.0	2.0	0.0	1.0	0.0	6.0	0.0	10.0	5.0	14.0	4.0	14.0	3.0	0.0	0.0	1.0	1.0	0.0	1.0	40.0	0.12895060765859787	0.5588235294117645	0.7746466150950218	29.0	No
2126.0	1701.0	427.0	0.5897435897435898	0.12179487179487179	2.0	3.551282051282051	24.0	0.08333333333333333	0.08333333333333333	19.0	17.791666666666668	166.0	0.4722222222222222	9.364910226385637	80.79753561670572	6.409639929742394	6.996554488680719	6.0	8.344100000000001	31.14061280249805	41.783342944827034	1.0887573964497042	2.572289156626506	0.38875878220140514	8.033303047030733	1040.8549052891478	57.85803117176775	0.1873536299765808	0.0702576112412178	0.6666666666666666	4.818181818181818	90.0	21.0	2.0	39.0	0.0	0.0	52.0	26.0	1.0	0.0	0.0	2.0	81.0	3.0	6.0	0.0	0.0	0.0	31.0	14.0	33.0	0.0	0.0	8.0	0.0	19.0	0.0	23.0	34.0	17.0	6.0	2.0	8.0	1.0	0.0	5.0	10.0	0.0	1.0	40.0	0.09300116670544052	1.0791855203619907	0.6254868336339279	30.0	No
3892.0	3161.0	745.0	0.5640138408304498	0.12110726643598616	1.0	3.588235294117647	49.0	0.08163265306122448	0.02040816326530612	9.0	15.204081632653061	326.0	0.4302191464821223	9.625256814135051	78.30003835091087	6.115162306533353	7.612206341597041	6.0	8.418075326091056	29.298041364196685	56.16080146591335	1.3745173745173744	2.285276073619632	0.4375838926174497	11.943715878791181	585.64453125	147.5890054620301	0.2684563758389262	0.14899328859060404	0.7222222222222222	5.204081632653061	148.0	19.0	7.0	77.0	0.0	0.0	90.0	62.0	2.0	2.0	0.0	11.0	179.0	6.0	6.0	0.0	0.0	4.0	32.0	41.0	35.0	0.0	2.0	8.0	0.0	27.0	0.0	39.0	34.0	29.0	19.0	17.0	10.0	1.0	0.0	0.0	13.0	0.0	10.0	40.0	0.10994088261229121	3.230769230769231	0.7646193646165871	47.0	No
4442.0	3595.0	849.0	0.5417536534446764	0.12630480167014613	1.0	3.701461377870564	35.0	0.02857142857142857	0.34285714285714286	15.0	24.257142857142856	303.0	0.46450939457202506	13.283540299512033	70.4104664310954	9.464632004038368	7.685201988894498	10.0	9.819183407551806	38.509204105670534	47.435773024992756	1.2592592592592593	2.801980198019802	0.3568904593639576	10.39893307927689	1054.8692904337834	94.86815128334563	0.19316843345111898	0.11189634864546526	0.8055555555555556	5.733333333333333	189.0	33.0	9.0	95.0	3.0	0.0	94.0	67.0	2.0	12.0	0.0	12.0	182.0	9.0	10.0	0.0	0.0	1.0	40.0	12.0	42.0	1.0	1.0	3.0	0.0	30.0	0.0	44.0	52.0	22.0	27.0	32.0	12.0	4.0	0.0	9.0	9.0	0.0	6.0	40.0	0.14664559267800245	1.0859728506787327	0.8843123081720397	36.0	No
1856.0	1508.0	354.0	0.556930693069307	0.1608910891089109	2.0	3.6485148514851486	27.0	0.037037037037037035	0.0	12.0	13.11111111111111	176.0	0.46534653465346537	9.990207156308852	77.85942561205275	5.65666666666667	8.033590772128061	5.0	9.150863307647796	31.472693032015066	52.17558908702961	1.2384615384615385	2.0113636363636362	0.4971751412429379	9.354294460768116	577.6136247050374	99.30095854757826	0.3248587570621469	0.14689265536723164	0.6111111111111112	5.233333333333333	61.0	13.0	1.0	29.0	3.0	0.0	39.0	27.0	0.0	0.0	0.0	3.0	91.0	0.0	4.0	0.0	0.0	0.0	24.0	17.0	26.0	2.0	0.0	0.0	0.0	15.0	0.0	14.0	20.0	7.0	5.0	5.0	10.0	1.0	0.0	6.0	7.0	0.0	0.0	35.0	0.1075906757220483	0.7171945701357458	0.777064669965992	40.0	No
1062.0	862.0	206.0	0.5497835497835498	0.12987012987012986	3.0	3.696969696969697	9.0	0.1111111111111111	0.3333333333333333	13.0	22.88888888888889	125.0	0.48484848484848486	11.874002157497303	73.54064185544769	8.688122977346282	8.910915102481123	9.0	8.515128840125781	37.45199568500539	59.44640709597397	1.0224719101123596	1.648	0.6067961165048543	8.709162678645221	379.07246772761425	108.15578928443003	0.42718446601941745	0.1941747572815534	0.6944444444444444	4.2	44.0	9.0	1.0	14.0	1.0	1.0	20.0	13.0	1.0	1.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	1.0	18.0	10.0	15.0	1.0	0.0	5.0	0.0	8.0	0.0	6.0	21.0	7.0	6.0	3.0	1.0	0.0	0.0	3.0	14.0	0.0	4.0	35.0	0.09745239116830343	-0.42081447963800933	0.48257254135562055	29.0	No
4717.0	3851.0	863.0	0.5218216318785579	0.10721062618595825	1.0	3.596774193548387	49.0	0.061224489795918366	0.10204081632653061	18.0	17.612244897959183	326.0	0.35009487666034156	10.382093787688888	76.22392484687967	7.002993354931778	8.95615077683449	8.0	9.070445807138313	30.706103530635893	50.25091430462223	1.6	2.647239263803681	0.37775202780996525	11.097169056387699	737.9152038887389	120.85391784321725	0.23522595596755505	0.12282734646581692	0.7777777777777778	4.269662921348314	140.0	3.0	8.0	71.0	0.0	0.0	86.0	93.0	1.0	5.0	0.0	18.0	270.0	6.0	59.0	0.0	2.0	2.0	40.0	45.0	61.0	0.0	1.0	7.0	0.0	20.0	0.0	38.0	46.0	17.0	6.0	12.0	21.0	2.0	0.0	12.0	18.0	0.0	9.0	41.0	0.1941414451578142	3.104072398190045	1.1645498231362774	40.0	No
4226.0	3405.0	840.0	0.555014605647517	0.07108081791626096	1.0	3.27555988315482	70.0	0.2571428571428571	0.02857142857142857	5.0	12.0	323.0	0.4118792599805258	6.752380952380952	89.91214285714287	3.6995238095238108	7.4836880952380955	3.0	7.447530270364452	20.69047619047619	50.73009199936966	1.1688311688311688	2.6006191950464395	0.38452380952380955	11.14455878337902	970.6131531402791	123.36037003776367	0.2	0.0988095238095238	0.8055555555555556	3.742574257425743	175.0	29.0	6.0	74.0	0.0	4.0	87.0	97.0	1.0	3.0	0.0	17.0	217.0	14.0	22.0	0.0	1.0	3.0	48.0	12.0	61.0	3.0	0.0	9.0	0.0	0.0	1.0	38.0	61.0	11.0	9.0	43.0	13.0	1.0	0.0	4.0	19.0	0.0	23.0	36.0	0.1405223742747999	1.8665158371040729	0.9912372772258893	41.0	No
3382.0	2763.0	630.0	0.5374149659863946	0.1346938775510204	1.0	3.7020408163265306	33.0	0.0	0.15151515151515152	19.0	19.09090909090909	285.0	0.4557823129251701	12.334776334776334	72.64344155844157	7.8697402597402615	7.816599567099567	8.0	10.018931242160765	34.8051948051948	55.53786440246277	1.2331838565022422	2.210526315789474	0.4523809523809524	11.35467178867674	583.4183673469388	137.33695652173913	0.30952380952380953	0.1492063492063492	0.7777777777777778	5.605263157894737	110.0	24.0	7.0	60.0	0.0	0.0	74.0	51.0	0.0	3.0	0.0	12.0	146.0	8.0	4.0	0.0	1.0	1.0	35.0	33.0	40.0	1.0	2.0	4.0	0.0	15.0	0.0	31.0	16.0	15.0	13.0	24.0	11.0	7.0	0.0	5.0	5.0	0.0	1.0	41.0	0.12115648165705215	0.20361990950226172	0.6363329939325526	40.0	No
2713.0	2218.0	503.0	0.5118829981718465	0.15539305301645337	3.0	4.003656307129799	18.0	0.0	0.3333333333333333	27.0	27.944444444444443	196.0	0.5173674588665448	16.028672409984537	60.90598133421693	11.70634526176276	8.350059354981225	13.0	11.958738252310603	44.84305279434504	44.0947464719682	1.1777777777777778	2.566326530612245	0.38966202783300197	8.739208056527113	816.2434895833333	68.03981323783681	0.2047713717693837	0.10139165009940358	0.6944444444444444	6.076923076923077	99.0	21.0	7.0	52.0	2.0	0.0	67.0	29.0	1.0	1.0	0.0	8.0	116.0	5.0	0.0	0.0	0.0	0.0	33.0	16.0	29.0	1.0	0.0	0.0	0.0	9.0	0.0	24.0	26.0	5.0	10.0	25.0	9.0	3.0	0.0	5.0	4.0	1.0	4.0	35.0	0.056960115561997815	-0.8981900452488691	0.3400710809013413	32.0	No
3664.0	2955.0	721.0	0.5433168316831684	0.10024752475247525	3.0	3.597772277227723	36.0	0.05555555555555555	0.1388888888888889	11.0	20.02777777777778	293.0	0.45173267326732675	10.230251194328865	80.55146574973031	6.9994741100323665	7.6301967791647405	8.0	7.984000788550335	31.262174449067654	51.31153717964304	0.9273927392739274	2.460750853242321	0.406380027739251	10.91189021790453	716.0252700617284	112.39256225128649	0.24271844660194175	0.12205270457697642	0.8611111111111112	4.423728813559322	145.0	41.0	7.0	37.0	2.0	2.0	75.0	57.0	4.0	3.0	0.0	14.0	151.0	5.0	8.0	0.0	2.0	3.0	75.0	23.0	54.0	1.0	3.0	7.0	0.0	18.0	0.0	40.0	54.0	17.0	7.0	15.0	12.0	1.0	0.0	6.0	26.0	0.0	2.0	30.0	0.15683670785537457	-0.4502262443438916	0.954774716876787	40.0	No
3476.0	2834.0	663.0	0.5401002506265664	0.11152882205513784	1.0	3.510025062656642	37.0	0.08108108108108109	0.13513513513513514	12.0	17.91891891891892	254.0	0.39097744360902253	9.761836044188987	81.58937874526113	6.3308067343361465	9.121764049569933	7.0	8.441846121484758	31.342749989808816	47.16622235203733	1.625	2.6102362204724407	0.38310708898944196	9.864542594733841	1146.1043184183143	94.93000254455742	0.22322775263951736	0.13423831070889894	0.7222222222222222	4.064516129032258	151.0	41.0	2.0	44.0	0.0	0.0	59.0	86.0	1.0	1.0	0.0	9.0	183.0	13.0	35.0	0.0	0.0	9.0	21.0	5.0	29.0	0.0	0.0	2.0	0.0	25.0	0.0	39.0	57.0	14.0	9.0	26.0	6.0	3.0	0.0	8.0	25.0	0.0	12.0	34.0	0.14728521850146176	3.004524886877828	0.8877138488615919	44.0	No
3431.0	2702.0	730.0	0.5900621118012422	0.04596273291925466	3.0	3.311801242236025	52.0	0.07692307692307693	0.038461538461538464	8.0	14.038461538461538	240.0	0.4956521739130435	6.985247629083246	94.31089304531089	3.592397260273973	5.933437829293993	3.0	5.985473137389441	19.10695468914647	42.286782617563595	0.8766666666666667	3.0416666666666665	0.3287671232876712	8.882798522371264	1123.599540361965	64.81409001956946	0.16712328767123288	0.05342465753424658	0.7222222222222222	4.47887323943662	151.0	19.0	8.0	79.0	0.0	0.0	69.0	53.0	2.0	2.0	0.0	10.0	138.0	7.0	0.0	0.0	0.0	0.0	70.0	32.0	39.0	5.0	0.0	11.0	0.0	26.0	1.0	47.0	41.0	15.0	8.0	32.0	8.0	1.0	0.0	4.0	2.0	1.0	35.0	36.0	0.13742351021047144	-2.610859728506787	0.6907715082583845	34.0	No
1719.0	1377.0	346.0	0.56	0.11733333333333333	2.0	3.5973333333333333	18.0	0.0	0.0	20.0	19.22222222222222	148.0	0.5413333333333333	11.157096981374437	81.20768143866411	6.707822736030831	7.00862164418754	7.0	8.680891452615393	31.938985228002565	43.106548713916474	0.9051094890510949	2.3378378378378377	0.4277456647398844	7.956529292442961	868.9911487114284	59.94920301278683	0.2543352601156069	0.09826589595375723	0.75	5.166666666666667	67.0	20.0	3.0	30.0	4.0	0.0	31.0	22.0	1.0	1.0	0.0	4.0	61.0	4.0	1.0	0.0	4.0	0.0	31.0	13.0	21.0	0.0	0.0	4.0	0.0	16.0	0.0	18.0	12.0	10.0	1.0	15.0	11.0	1.0	0.0	3.0	3.0	0.0	2.0	31.0	0.0900499203593395	-2.1832579185520355	0.41511019873893185	31.0	No
2281.0	1840.0	446.0	0.5204081632653061	0.11020408163265306	2.0	3.7	20.0	0.0	0.2	13.0	22.3	209.0	0.46530612244897956	10.80340807174888	75.32067937219733	8.293547085201794	7.610270582959641	9.0	7.554174236665414	34.40762331838565	52.08646884744029	0.9183673469387755	2.1339712918660285	0.46860986547085204	9.89643682763691	588.4636851173287	101.24543528031636	0.273542600896861	0.11210762331838565	0.7222222222222222	5.066666666666666	91.0	30.0	2.0	34.0	1.0	0.0	38.0	30.0	4.0	0.0	0.0	0.0	103.0	1.0	2.0	0.0	1.0	1.0	40.0	29.0	35.0	0.0	0.0	2.0	1.0	12.0	0.0	13.0	47.0	20.0	4.0	4.0	3.0	0.0	0.0	1.0	9.0	0.0	2.0	42.0	0.1219581495662779	0.7782805429864261	0.7648855461556818	40.0	No
2525.0	2025.0	505.0	0.5565217391304348	0.08869565217391304	1.0	3.4678260869565216	43.0	0.046511627906976744	0.0	9.0	11.744186046511627	245.0	0.46260869565217394	7.390743725535344	89.54158185586002	3.687658300713796	7.064338360580244	3.0	7.1213741377187105	21.843195947501727	56.62241295871555	1.1076923076923078	2.061224489795918	0.48514851485148514	10.902356907504627	602.2303531100646	131.43326351865954	0.3089108910891089	0.12475247524752475	0.75	4.681818181818182	114.0	22.0	6.0	40.0	1.0	0.0	48.0	39.0	0.0	1.0	0.0	7.0	122.0	3.0	3.0	0.0	0.0	2.0	30.0	25.0	23.0	1.0	0.0	3.0	0.0	15.0	0.0	27.0	39.0	10.0	15.0	15.0	8.0	2.0	0.0	5.0	9.0	0.0	0.0	45.0	0.1244361249147619	1.9524886877828056	0.9285572215218441	40.0	No
4916.0	4064.0	941.0	0.551525144270404	0.07337180544105523	1.0	3.3091508656224238	96.0	0.3333333333333333	0.0	3.0	9.802083333333334	302.0	0.29101401483924155	5.536136202621325	94.7545357886114	2.478083488310311	10.062810857244067	3.0	5.800992412223965	19.26010671271697	44.58530207016588	1.8621794871794872	3.115894039735099	0.32093517534537724	9.844918636246007	1237.5216950692495	91.99287875083776	0.15727948990435706	0.11477151965993623	0.8333333333333334	3.1333333333333333	209.0	6.0	8.0	69.0	0.0	1.0	82.0	107.0	1.0	4.0	0.0	4.0	343.0	12.0	93.0	0.0	1.0	8.0	48.0	13.0	39.0	1.0	0.0	5.0	0.0	13.0	1.0	30.0	89.0	33.0	5.0	32.0	20.0	5.0	0.0	4.0	46.0	0.0	61.0	40.0	0.10692436549594393	1.9660633484162897	0.7578407187474738	40.0	No
