numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	score
257	212	47	0.578947368	0.175438596	1	3.631578947	3	0	0	13	15.66666667	32	0.421052632	10.52198582	77.53333333	6.337021277	8.781013475	7	10.50422373	36.94326241	40.45642099	1.142857143	0.680851064	4.667679728	982.1428571	41.39574468	0.319148936	0.729324957	0.444444444	5.333333333	0.234042553	1	0	6	0	0	5	2	0	0	0	0	12	0	3	0	0	1	4	0	4	0	0	0	0	1	0	2	4	2	1	0	2	0	0	0	0	0	4	2	0.951178551	6	0.981143399	1
1187	983	209	0.471861472	0.194805195	2	4.186147186	10	0	0.1	13	20.9	128	0.454545455	13.71885167	58.92389234	10.23277033	8.375101722	11	12.6883529	42.43110048	60.84195893	1.819672131	0.612440191	8.853945137	386.0136162	111.7816764	0.440191388	2.559343516	0.611111111	7	0.124401914	7	1	20	1	0	32	11	0	0	0	3	61	8	0	0	0	3	7	10	16	0	0	0	0	3	0	5	8	4	3	2	4	0	0	2	7	0	2	4	0.986167312	6	1.040474419	4
429	346	84	0.52173913	0.065217391	3	3.663043478	5	0	0	8	16.8	54	0.510869565	8.624761905	74.96871429	6.976285714	6.725494286	6	8.841846275	23.94285714	46.61373027	1.076923077	0.642857143	5.891883036	613.9053254	53.22857143	0.428571429	1.200198396	0.472222222	7	0.166666667	8	0	9	0	0	8	12	0	0	0	0	15	1	1	0	1	0	5	1	6	0	0	0	0	2	0	4	2	1	0	0	7	0	0	4	3	0	1	3	0.979752064	6	1.021077772	2
268	225	45	0.470588235	0.254901961	3	4.37254902	4	0	0	7	11.25	38	0.411764706	11.61111111	63.81625	7.153055556	9.106944444	7	10.68635297	40.13888889	87.59450123	2.777777778	0.844444444	5.664705543	359.1836735	116.8952381	0.644444444	1.788854382	0.305555556	4.8	0.133333333	1	0	5	0	0	8	6	0	0	0	0	17	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	5	0	0	2	0.951721072	5.8	0.999068882	1
819	671	155	0.468208092	0.12716763	4	3.815028902	10	0.1	0.1	12	15.5	93	0.479768786	8.780645161	75.39153226	6.594354839	8.48013871	6	10.1257567	29.69354839	52.27533847	1.218181818	0.6	7.469939759	565.4643942	77.85	0.387096774	2.409657987	0.638888889	4.785714286	0.219354839	3	2	20	1	0	22	11	2	0	0	0	33	1	3	0	0	0	12	2	3	0	0	0	0	4	0	8	6	2	2	5	11	2	0	1	11	0	7	3	0.977527976	6	1.018365245	2
868	711	162	0.524064171	0.112299465	1	3.727272727	7	0	0.142857143	21	23.14285714	97	0.438502674	12.96084656	67.41166667	9.606084656	8.098336332	10	11.20814326	36.10582011	52.9697935	1.551020408	0.598765432	7.621039753	493.4359439	83.54620133	0.419753086	2.357022604	0.583333333	6.375	0.154320988	12	2	13	0	0	21	9	0	0	0	2	46	1	0	0	0	0	12	1	9	1	0	0	0	4	0	8	1	1	3	5	7	0	0	3	5	0	0	3	0.979619622	6	1.027557085	2
726	598	133	0.476190476	0.108843537	4	4.006802721	8	0	0.125	12	16.625	76	0.489795918	10.86052632	71.01175282	7.484727444	7.547866917	8	10.1257567	28.65507519	45.13662592	0.944444444	0.571428571	6.590035768	642.7296171	56	0.308270677	1.560797945	0.583333333	6.222222222	0.180451128	9	0	12	0	0	11	5	0	0	0	1	33	3	2	0	0	0	12	10	6	1	0	0	0	1	0	3	12	0	1	4	4	2	0	3	3	0	5	3	0.988156021	6	1.038320851	2
303	252	52	0.433333333	0.166666667	4	4.133333333	3	0	0	8	17.33333333	47	0.333333333	10.77948718	68.84935897	7.962307692	10.56931026	9	10.50422373	36.56410256	156.3978334	2.230769231	0.903846154	6.517727306	154.9586777	254.8846154	0.730769231	2.634825932	0.444444444	4.5	0.134615385	4	0	5	0	0	4	5	1	1	0	0	18	2	2	0	0	0	1	1	4	0	0	0	0	0	0	0	2	1	2	2	0	0	0	0	8	1	1	3	0.9506675	6	0.998292705	1
475	394	84	0.463157895	0.147368421	4	4.084210526	4	0	0.25	10	21	59	0.452631579	13.16190476	59.62714286	10.15952381	8.249647619	11	12.16174496	37.66666667	57.75822888	1.407407407	0.702380952	6.437427762	393.3884298	78.73690476	0.452380952	1.418416287	0.555555556	7	0.19047619	3	0	11	1	0	9	5	0	0	0	1	21	1	0	0	1	0	2	3	5	1	0	0	0	3	0	3	3	4	0	2	4	0	0	1	0	0	0	2	0.987807214	6	1.038924078	2
586	478	109	0.486725664	0.17699115	3	4.17699115	4	0	0.25	16	27.25	62	0.557522124	15.30366972	56.54505734	12.14208716	7.45076055	13	13.42789981	45.59862385	41.30911636	1.146341463	0.568807339	5.938522968	612.7385112	42.39430021	0.311926606	1.053608914	0.527777778	7.75	0.19266055	6	2	13	0	1	13	2	0	0	0	2	26	0	0	0	0	0	9	3	5	1	0	0	0	3	0	10	0	2	3	4	2	0	0	0	2	0	1	3	0.98302263	6	1.026232281	2
938	766	176	0.510309278	0.097938144	3	3.886597938	6	0	0.5	13	29.33333333	96	0.489690722	15.14242424	66.02416667	11.3375	7.962342424	13	10.50422373	40.12878788	46.6429588	1.755555556	0.545454545	7.23627227	871.6049383	63.49090909	0.329545455	2.035201576	0.583333333	6.5	0.142045455	13	0	28	0	0	18	9	0	0	0	3	52	1	1	0	0	0	6	7	7	0	0	1	0	3	0	7	5	2	2	3	6	1	0	7	6	0	4	4	0.989603162	6	1.039703178	4
454	371	84	0.460674157	0.134831461	2	4.033707865	5	0	0	17	16.8	51	0.415730337	8.624761905	77.99014286	6.554857143	9.545137143	7	7.554174237	31.08571429	41.51967003	1.181818182	0.607142857	5.564556201	664	41.75487013	0.369047619	1.745743122	0.583333333	6	0.214285714	3	1	3	0	0	9	4	1	0	0	0	20	2	0	0	0	0	6	5	2	0	0	2	0	2	0	2	8	5	1	1	1	0	0	4	1	0	0	1	0.94879055	5.8	0.984824548	2
471	387	88	0.443298969	0.134020619	2	3.927835052	8	0.125	0	10	11	61	0.422680412	6.672727273	75.49954545	5.461363636	8.309031818	4	9.188382445	25.77272727	56.912106	1.5	0.693181818	6.502621849	392.3900119	75.95475589	0.431818182	1.705605731	0.5	3.692307692	0.204545455	2	0	12	0	0	10	5	0	0	0	1	26	1	1	0	0	0	2	5	5	0	0	0	0	4	0	6	3	1	2	2	4	0	0	0	4	0	6	2	0.984127223	6	1.030280737	3
279	226	54	0.609375	0.078125	3	3.421875	2	0	0.5	36	27	45	0.453125	12.28148148	66.63	10.67333333	8.192181481	11	12.16174496	36.25925926	89.25397707	1.588235294	0.833333333	6.123724357	294.7845805	133.3333333	0.648148148	1.496910398	0.416666667	8	0.166666667	2	0	2	0	0	9	7	0	0	0	0	13	0	1	0	0	0	2	6	0	0	0	0	0	1	0	2	0	1	2	1	3	0	0	3	4	0	0	2	0.966460168	6	1.021842231	2
240	196	46	0.471698113	0.056603774	3	3.679245283	4	0	0	8	11.5	30	0.396226415	4.6	84.81467391	4.286304348	9.355813043	4	7.16862163	18.02173913	36.17392655	2.545454545	0.652173913	4.423258685	1358.024691	32.4048913	0.391304348	1.326977605	0.277777778	5.75	0.152173913	0	0	12	0	0	6	0	0	0	0	0	17	0	5	0	0	0	0	1	2	1	0	0	0	0	0	1	4	0	0	0	2	0	0	0	4	0	3	3	0.928359985	6	0.957071826	1
931	773	163	0.5	0.181318681	3	4.148351648	7	0	0.142857143	23	23.28571429	99	0.428571429	14.71305872	51.36932515	11.87915863	9.731900876	12	14.55459255	43.53111306	54.5423604	1.9	0.607361963	7.754278455	474.196469	85.49568635	0.386503067	2.81973762	0.611111111	6.875	0.141104294	8	0	20	0	0	23	18	0	0	0	2	44	2	2	0	0	1	6	3	6	0	0	0	0	3	0	5	5	1	1	3	8	1	0	2	5	0	2	4	0.982545733	6	1.031069907	3
835	674	162	0.5	0.091954023	3	3.793103448	7	0	0.285714286	14	23.14285714	98	0.517241379	11.2324515	71.06722222	9.096208113	7.221114109	9	10.29040645	33.01940035	54.00037949	1.723404255	0.604938272	7.699607173	519.1351601	80.58912037	0.401234568	1.807050663	0.611111111	6	0.166666667	10	1	20	0	0	24	9	1	0	0	0	40	4	1	0	0	0	11	5	4	0	0	1	0	5	0	5	10	3	4	2	3	1	0	2	5	0	4	2	0.987458229	6	1.037463289	3
590	480	112	0.487804878	0.105691057	4	3.81300813	5	0	0.2	10	22.4	72	0.447154472	11.46	67.774	9.371	7.990129286	10	11.20814326	34.00714286	52.71468995	2.32	0.642857143	6.803360514	545.7785698	71.16428571	0.392857143	1.700840129	0.555555556	5.222222222	0.142857143	8	0	17	1	0	19	8	0	0	0	1	29	2	3	0	0	0	2	2	5	0	0	0	0	2	0	4	3	1	2	3	3	0	0	1	5	0	4	2	0.98307097	6	1.026561885	2
598	492	109	0.56	0.168	3	3.872	3	0	0.333333333	21	36.33333333	85	0.448	18.93700306	48.87776758	15.46807339	10.6536792	17	14.55459255	55.59938838	90.82183607	2.206896552	0.779816514	8.141523424	240.3460984	172.6156346	0.577981651	2.969261484	0.611111111	6	0.137614679	5	0	9	0	1	18	9	0	1	0	0	31	0	8	0	1	0	3	6	4	0	0	0	0	2	0	2	4	2	3	2	2	1	0	2	13	0	4	3	0.975545645	6	1.025076304	2
1144	949	197	0.493449782	0.170305677	3	4.043668122	11	0	0	11	17.90909091	120	0.410480349	11.83368713	64.11920166	8.76510383	8.131643701	9	11.38971747	37.70604522	58.90949945	1.457627119	0.609137056	8.549645999	427.3186683	108.6953655	0.446700508	2.20865855	0.722222222	5.846153846	0.152284264	11	6	16	1	1	24	17	0	0	0	2	51	3	1	0	1	0	13	8	7	0	0	1	0	3	0	7	12	2	2	2	5	1	0	7	2	0	4	4	0.983399868	6	1.039247974	4
208	168	41	0.431818182	0.068181818	4	3.727272727	3	0	0	14	13.66666667	32	0.454545455	7.417886179	87.72918699	4.41804878	10.09119593	4	3.1291	20.98373984	57.4808831	1.2	0.780487805	4.99756038	353.798127	61.05149051	0.56097561	1.874085143	0.333333333	5.666666667	0.219512195	3	0	3	0	0	6	3	0	0	0	0	9	1	0	0	0	0	6	0	0	0	0	0	0	1	0	2	5	0	1	1	0	0	0	0	4	0	0	4	0.929381549	5.4	0.968788936	1
579	474	108	0.577235772	0.154471545	3	3.739837398	4	0	0.5	14	27	66	0.455284553	13.76296296	58.01333333	11.87518519	8.045977778	12	12.60261796	44.59259259	46.81656732	1.5625	0.611111111	6.350852961	592.0886873	59.05952381	0.388888889	1.539600718	0.527777778	8.75	0.138888889	6	0	10	0	0	13	7	1	0	0	3	31	0	0	0	0	0	8	5	2	1	0	0	0	3	0	7	4	0	3	0	1	1	0	1	3	0	0	3	0.96757859	6	1.020567968	1
731	595	143	0.571428571	0.113095238	1	3.488095238	7	0	0.142857143	19	20.42857143	91	0.5	12.64695305	75.46923077	7.807912088	6.858148751	8	9.957137785	33.71528472	56.93793989	1.196428571	0.636363636	7.609802291	415.0892374	93.54545455	0.391608392	1.337987216	0.611111111	5.888888889	0.188811189	6	0	9	1	0	15	8	0	0	0	2	42	1	4	0	0	0	9	7	11	1	0	0	0	1	0	4	8	1	3	5	6	0	0	2	5	0	4	2	0.972839177	6	1.020912956	3
270	220	53	0.571428571	0.126984127	1	3.476190476	3	0	0	13	17.66666667	42	0.46031746	11.59496855	75.57125786	7.10754717	8.981634591	6	10.50422373	32.76100629	69.72945151	1.875	0.79245283	5.769143686	341.8803419	95.31046312	0.547169811	1.648326767	0.527777778	4.166666667	0.169811321	3	0	5	0	0	7	5	0	0	0	1	14	1	5	0	0	0	2	2	2	0	0	0	0	1	0	1	1	1	1	3	2	0	0	0	6	0	0	1	0.941705763	6	0.981579774	1
552	453	101	0.451327434	0.115044248	4	3.938053097	7	0	0	14	14.42857143	70	0.469026549	9.731824611	74.0850495	6.510410184	6.38453338	6	9.236282657	27.29985856	60.37382408	0.9	0.693069307	6.965260331	360.4224059	88.42222932	0.455445545	0.895533471	0.583333333	5.857142857	0.178217822	2	0	10	0	0	12	10	0	0	0	2	21	1	0	0	1	0	10	3	8	0	0	1	0	0	0	3	3	1	1	4	6	1	0	2	4	0	2	2	0.982602835	6	1.036952225	2
526	430	99	0.425925926	0.101851852	4	3.888888889	4	0	0.25	25	24.75	72	0.425925926	11.92020202	68.05920455	9.915025253	9.010968687	11	10.68635297	35.86111111	68.57706586	1.733333333	0.727272727	7.23627227	266.0034602	104.7272727	0.484848485	2.211083194	0.527777778	4.25	0.141414141	3	0	11	0	0	15	6	0	0	0	1	32	0	2	0	0	0	8	4	4	0	0	0	0	1	0	1	4	1	1	4	3	2	0	1	8	0	4	2	0.978160679	6	1.025019775	2
209	170	41	0.612244898	0.06122449	3	3.428571429	4	0	0	9	10.25	32	0.489795918	5.075609756	89.13368902	3.373353659	7.22587561	3	3.1291	17.56707317	57.4808831	0.933333333	0.780487805	4.99756038	665.8739596	67.98915989	0.56097561	1.249390095	0.388888889	5.5	0.219512195	3	0	5	0	0	2	4	0	0	0	0	9	1	0	0	0	0	4	2	0	0	0	0	0	1	0	2	3	1	0	0	3	0	0	1	3	0	1	2	0.971405685	6	1.019991698	2
735	607	131	0.5	0.130136986	3	4.02739726	9	0	0	11	14.55555556	75	0.465753425	10.70771841	71.29622561	6.930941476	7.733417388	7	10.25414643	29.05937235	45.00998544	0.942307692	0.572519084	6.552780425	900.8487654	55.97396401	0.351145038	1.747408113	0.555555556	5.272727273	0.221374046	4	0	19	0	0	12	9	1	0	0	2	28	0	0	0	0	0	9	7	5	0	1	0	0	5	0	10	11	2	2	1	3	1	0	0	3	0	2	4	0.985523105	6	1.028446374	2
481	394	90	0.489583333	0.135416667	2	4.03125	5	0	0	13	18	64	0.5	10.31111111	68.245	8.212222222	6.985522222	8	10.35521597	32.44444444	61.61444883	1.571428571	0.711111111	6.746192342	352.055899	84.02051282	0.511111111	1.264911064	0.527777778	4.75	0.144444444	4	0	8	1	1	9	4	2	0	0	2	25	1	2	0	0	0	3	9	3	0	0	0	0	5	0	5	5	2	0	0	1	0	0	0	3	0	4	3	0.987416744	6	1.040704021	2
477	390	90	0.509803922	0.12745098	4	3.725490196	7	0	0	13	12.85714286	63	0.470588235	7.80952381	75.345	5.944285714	8.309436508	5	9.606745406	27.3015873	58.99088477	2.238095238	0.7	6.640783086	577.7777778	83.3	0.488888889	1.686548085	0.555555556	5.857142857	0.166666667	1	0	15	1	0	15	5	1	1	0	1	27	0	0	0	0	0	4	1	1	0	0	1	0	0	0	1	3	3	2	2	4	1	0	0	3	0	0	3	0.983188629	6	1.024005024	2
434	355	80	0.511627907	0.127906977	3	4.058139535	6	0	0	9	13.33333333	47	0.511627907	8.833333333	71.68916667	6.5725	6.863708333	6	9.725611199	27.08333333	38.25167946	1.347826087	0.5875	5.254759747	831.758034	35.97992424	0.375	1.118033989	0.416666667	5.5	0.1375	3	1	16	0	0	10	4	0	0	0	0	20	0	0	0	0	0	6	1	5	0	0	0	0	0	0	4	3	0	1	1	2	0	0	3	1	0	0	2	0.983539343	6	1.023194741	2
1679	1399	288	0.492307692	0.184615385	3	4.224615385	12	0	0.25	28	24	145	0.424615385	15.57222222	54.9875	11.55194444	9.213011111	13	13.94315417	44.83333333	49.51005882	1.47311828	0.503472222	8.544206939	885.3182105	82.95849116	0.329861111	3.358757211	0.611111111	6.428571429	0.149305556	15	0	27	2	0	37	20	0	2	0	1	81	0	3	0	0	2	14	23	11	0	0	0	0	9	0	15	7	2	5	3	11	0	0	2	3	0	6	4	0.985010862	6	1.043350965	4
722	596	130	0.5	0.144736842	1	3.868421053	9	0.111111111	0	14	14.44444444	93	0.394736842	10.7008547	67.22619658	7.471025641	7.510944444	7	10.50422373	31.36752137	73.14556044	1.685714286	0.715384615	8.15663958	329.9080584	136.6577963	0.492307692	1.841821841	0.555555556	4	0.123076923	9	1	9	0	1	11	16	0	0	0	2	36	2	4	0	0	0	5	5	9	0	0	1	0	4	0	6	4	2	0	4	0	0	0	4	4	0	7	4	0.982548594	6	1.038864924	3
260	214	48	0.423076923	0.115384615	4	4.076923077	3	0	0	12	16	39	0.423076923	9.733333333	70.745	7.366666667	8.706558333	7	8.841846275	28.5	74.09290864	1.769230769	0.8125	5.629165125	324.0740741	91.54166667	0.5625	1.732050808	0.388888889	8	0.166666667	0	0	7	0	0	6	5	0	0	0	0	15	0	0	0	0	1	1	3	1	0	0	0	0	1	0	2	3	1	0	0	2	0	0	2	3	0	0	3	0.958789945	6	0.99953382	1
746	617	135	0.512987013	0.136363636	3	3.902597403	8	0	0	14	16.875	97	0.376623377	10.60185185	68.76020833	7.86087963	8.80112963	8	10.41145118	32.43055556	75.21592529	1.5	0.718518519	8.348430768	256.9035763	141.2267057	0.533333333	2.754121491	0.583333333	5.25	0.140740741	4	2	16	1	0	13	12	1	0	0	4	39	0	0	0	1	0	6	6	7	0	0	0	0	2	0	5	5	2	1	2	4	1	0	0	5	0	2	3	0.977913201	6	1.027875822	2
910	751	160	0.35	0.077777778	4	4.066666667	13	0.076923077	0	12	12.30769231	84	0.433333333	7.673076923	76.96019231	5.5825	7.306274038	6	7.882392219	21.05769231	42.46083332	1.475	0.525	6.640783086	702.6367932	52.22368421	0.3	1.343968006	0.611111111	5	0.1375	5	2	21	2	0	11	17	3	0	0	3	41	0	1	0	0	0	8	3	5	0	2	0	0	3	0	6	6	3	0	2	5	1	0	12	4	0	0	3	0.984737456	6	1.028495726	3
753	621	134	0.476510067	0.127516779	3	4.067114094	7	0	0	13	19.14285714	75	0.44295302	11.83624733	64.92440299	8.959296375	8.474567804	9	9.957137785	33.32196162	43.73822024	1.255319149	0.559701493	6.479013192	577.2664154	53.00562864	0.291044776	1.814123694	0.583333333	4.9	0.201492537	7	0	14	0	0	13	10	0	0	0	3	33	1	2	0	0	0	9	5	6	0	0	1	0	3	0	4	3	5	2	8	5	3	0	4	6	0	4	4	0.980736852	6	1.029945459	3
962	800	170	0.473958333	0.203125	2	4.098958333	8	0	0.125	17	21.25	112	0.421875	13.44117647	61.84977941	9.911617647	9.148852941	11	10.9516	44.19117647	65.74188031	1.366666667	0.658823529	8.590007875	299.5894838	122.1322515	0.458823529	2.914466958	0.555555556	4.2	0.211764706	4	2	17	0	0	25	17	0	0	0	0	42	1	0	0	0	1	13	4	7	0	0	0	0	2	0	6	3	5	7	9	6	2	0	1	4	0	6	3	0.985476911	6	1.034273721	3
1139	953	196	0.466666667	0.177777778	1	4.115555556	11	0	0	19	17.81818182	127	0.351111111	12.84155844	60.5546475	9.239703154	9.595638961	10	12.56338997	38.22634508	66.80510317	1.630769231	0.647959184	9.071428571	287.5	134.1698092	0.454081633	2.928571429	0.694444444	4.388888889	0.173469388	8	0	12	4	0	22	18	1	0	0	1	60	4	9	0	0	1	4	12	13	0	0	1	0	5	0	11	8	3	3	3	6	1	0	1	10	0	19	3	0.982358634	6	1.039684139	4
405	336	71	0.493975904	0.120481928	4	3.963855422	4	0	0	10	17.75	51	0.409638554	11.04366197	68.47227113	8.118415493	9.18718169	9	10.68635297	31.83450704	57.0245611	2.105263158	0.718309859	6.052586457	488.9090086	76.01514085	0.464788732	1.780172487	0.583333333	5.333333333	0.169014085	4	1	7	1	0	6	7	0	0	0	0	25	1	2	0	0	0	0	3	3	0	0	0	0	2	0	1	3	2	2	2	2	1	0	1	3	0	6	3	0.983453035	6	1.035280361	2
179	148	31	0.484848485	0.151515152	3	4.393939394	2	0	0	15	15.5	27	0.515151515	12.6516129	73.7541129	6.822741935	6.442719355	9	8.841846275	31.62903226	87.06393513	1.111111111	0.870967742	4.849343155	352	97.00403226	0.677419355	0.718421208	0.416666667	4.333333333	0.161290323	3	0	3	1	0	1	2	0	0	0	1	7	1	0	0	0	0	2	0	2	0	0	0	0	0	0	1	1	1	0	2	0	0	0	3	1	0	1	2	0.971183538	6	1.014920999	2
962	782	186	0.485981308	0.070093458	4	3.621495327	9	0	0.222222222	15	20.66666667	105	0.439252336	9.556989247	79.42607527	7.31516129	8.311943011	8	8.167268649	28.7311828	50.32751229	2.111111111	0.564516129	7.698973539	718	78.3004779	0.403225806	2.126383168	0.75	5.846153846	0.161290323	14	1	22	0	0	19	14	2	1	0	3	58	6	6	0	0	1	5	2	3	3	0	2	0	2	0	8	5	1	3	5	8	1	0	2	12	2	4	4	0.982149422	6	1.025580404	3
843	705	147	0.436046512	0.156976744	4	3.994186047	11	0.090909091	0.090909091	9	13.36363636	94	0.377906977	8.882869511	68.38519481	7.040865801	8.488520037	7	10.01893124	31.7309833	58.15694453	1.8	0.639455782	7.752989329	386.1053719	97.53510461	0.421768707	2.226922467	0.583333333	4.642857143	0.183673469	4	1	14	0	0	20	11	1	0	0	0	46	1	7	0	0	1	7	6	5	0	0	0	0	3	0	4	12	2	2	2	5	0	0	1	8	0	4	3	0.983114123	6	1.039144389	3
1260	1052	215	0.497991968	0.192771084	1	4.136546185	10	0.1	0.2	18	21.5	136	0.369477912	14.73953488	58.30924419	10.46755814	8.889086047	12	12.6883529	43.8255814	65.62864251	1.634920635	0.63255814	9.275123017	384.5922721	135.5756256	0.451162791	3.068974528	0.555555556	4.857142857	0.144186047	15	0	23	1	0	24	19	0	0	0	2	67	3	4	0	0	0	8	13	11	0	0	0	0	4	0	8	12	1	0	6	4	1	0	2	10	0	14	3	0.988996744	6	1.048264509	4
752	619	142	0.509677419	0.135483871	3	3.935483871	8	0	0	12	17.75	88	0.451612903	11.60704225	69.66382042	7.95221831	8.631195775	8	10.41145118	32.53873239	53.76842805	1.347826087	0.61971831	7.384795953	445.6379736	78.26812728	0.401408451	2.517544075	0.638888889	5	0.176056338	5	0	13	0	0	14	11	1	0	0	2	39	2	2	0	0	0	6	6	8	0	0	1	0	3	0	7	6	1	1	4	6	2	0	7	8	0	7	4	0.980152369	6	1.022180538	4
207	170	38	0.533333333	0.111111111	3	3.755555556	4	0.25	0	8	9.5	30	0.422222222	6.957894737	79.19776316	4.572894737	7.016384211	4	7.16862163	22.65789474	57.77543321	1.636363636	0.789473684	4.866642634	459.1836735	66.61184211	0.526315789	0.973328527	0.388888889	4.75	0.157894737	1	0	5	0	0	4	3	0	0	0	0	12	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	1	1	1	0	3	1	0	1	2	1	1	4	0.9768399	6	1.016033815	1
400	323	78	0.494252874	0.114942529	4	3.67816092	6	0.166666667	0	11	13	50	0.517241379	6.225641026	85.17846154	4.608205128	6.912966667	4	7.793537801	25.82051282	44.82694447	1.0625	0.641025641	5.661385171	629.2440018	49.79395604	0.371794872	1.132277034	0.527777778	5.333333333	0.205128205	1	2	7	0	0	10	4	0	0	0	0	19	0	1	0	1	0	8	5	1	0	0	0	0	2	0	2	6	1	1	0	6	0	0	1	2	0	0	2	0.976695836	6	1.020915766	1
947	778	177	0.457286432	0.105527638	4	3.834170854	12	0	0	12	14.75	103	0.447236181	8.159887006	76.19595339	6.295833333	7.222789266	6	9.516144504	26.61440678	52.03076259	1.246153846	0.581920904	7.741954088	533.5317249	80.5921133	0.350282486	1.578456659	0.611111111	4.388888889	0.186440678	3	0	18	0	0	19	13	1	0	0	7	45	3	1	0	0	0	7	10	11	1	0	0	0	5	0	13	7	3	5	2	3	0	0	1	3	0	7	4	0.988609195	6	1.035376402	4
650	533	124	0.536912752	0.11409396	1	3.503355705	10	0.3	0	2	12.4	79	0.456375839	8.508387097	78.9473871	5.328258065	8.19904	4	8.238735603	26.10967742	53.91233367	1.136363636	0.637096774	7.09440943	438.276114	83.32517921	0.411290323	1.975658322	0.611111111	4.727272727	0.193548387	6	0	9	0	0	13	17	1	0	0	1	31	1	1	0	0	1	11	3	6	0	0	1	0	3	0	4	6	0	1	6	7	1	0	2	8	0	2	4	0.963107407	5.8	1.016038418	2
196	159	38	0.476190476	0.095238095	4	3.761904762	3	0	0	10	12.66666667	30	0.476190476	7.171929825	73.7572807	6.118421053	7.173450877	4	8.841846275	23.19298246	57.77543321	1.142857143	0.789473684	4.866642634	561.2244898	62.17105263	0.578947368	1.135549948	0.361111111	6.333333333	0.263157895	2	0	5	0	0	3	6	0	0	0	0	6	0	0	0	0	0	2	0	2	0	0	0	0	3	0	3	0	3	1	2	1	0	0	0	1	0	0	2	0.962154508	6	1.001126451	2
997	830	178	0.502304147	0.105990783	1	3.751152074	6	0.166666667	0.333333333	24	29.66666667	101	0.387096774	15.68689139	65.0323221	11.55865169	9.188528464	14	11.53803483	42.58801498	49.93029691	2.1	0.56741573	7.570270059	615.663196	80.75357508	0.342696629	2.02373556	0.555555556	6.333333333	0.191011236	9	0	11	0	0	25	21	0	0	0	2	58	4	10	0	0	0	3	10	2	0	0	0	0	4	0	5	14	3	1	4	7	5	0	0	10	0	16	3	0.977971077	6	1.033424135	4
630	515	116	0.507462687	0.126865672	4	3.768656716	7	0	0	12	16.57142857	76	0.425373134	9.732019704	78.43051724	6.436650246	8.133701478	7	9.606745406	31.22660099	55.78103017	1.641025641	0.655172414	7.056422851	373.4284106	83.40344828	0.422413793	1.671258044	0.555555556	5.111111111	0.172413793	6	0	9	1	0	16	9	0	0	0	0	36	1	3	0	0	0	4	7	5	1	0	0	0	3	0	6	4	2	3	0	5	0	0	1	7	0	0	3	0.972728729	6	1.023520547	2
573	468	109	0.487603306	0.140495868	4	3.809917355	12	0.166666667	0	7	9.083333333	72	0.454545455	6.202140673	82.7456919	3.974518349	8.143180122	3	8.3441	24.67966361	55.38638321	0.955555556	0.660550459	6.896349254	378.0718336	77.76642698	0.422018349	2.011435199	0.527777778	4.25	0.229357798	2	1	12	0	0	9	8	0	0	0	1	30	0	0	0	1	0	11	6	3	0	0	0	0	0	0	2	6	3	1	2	11	1	0	2	6	0	10	2	0.97907418	6	1.026053566	3
305	247	59	0.4375	0.09375	4	3.828125	3	0	0.333333333	14	19.66666667	47	0.4375	9.900564972	75.02926554	7.68	7.288237853	8	8.841846275	29.83615819	75.13842288	1.136363636	0.796610169	6.118878816	284.0909091	99.84180791	0.559322034	1.041511288	0.5	7	0.220338983	2	0	7	0	0	5	4	0	0	0	1	12	0	1	0	0	0	3	1	5	0	0	0	0	3	0	5	2	3	1	0	2	1	0	2	1	0	1	2	0.980161905	6	1.014739659	1
738	614	129	0.472972973	0.168918919	3	4.114864865	8	0	0	13	16.125	88	0.412162162	10.48100775	65.86347384	8.078594961	8.598005426	9	10.41145118	35.50484496	64.14899014	1.288888889	0.682170543	7.747967976	348.3814777	108.3486481	0.488372093	2.72939781	0.611111111	5.333333333	0.23255814	6	1	13	0	0	14	13	0	1	0	2	29	0	0	0	1	1	6	4	4	0	0	0	0	3	0	7	9	6	6	1	1	2	0	0	6	0	0	3	0.979723573	6	1.033652462	2
