numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	score
788	663	134	0.438356164	0.232876712	3	4.45890411	4	0	0.5	40	33.5	96	0.335616438	21.45970149	38.3563806	16.23171642	10.48287612	18	16.21864612	58.87313433	74.35438495	1.878787879	0.71641791	8.293136886	404.9382716	132.1225452	0.544776119	2.850765804	0.583333333	6.428571429	0.186567164	4	2	19	0	0	13	20	0	0	0	3	36	0	1	0	1	0	1	0	6	0	1	1	0	4	0	7	6	4	4	1	3	0	0	1	4	0	9	3	0.28570418	6	0.413213631	3
691	569	124	0.466666667	0.2	3	4.133333333	7	0	0	17	17.71428571	80	0.422222222	12.24700461	59.22596774	9.39921659	8.589967281	9	11.49170426	39.48847926	55.39253838	1.583333333	0.64516129	7.184212081	561.6461461	79.17888563	0.467741935	2.155263624	0.583333333	6.285714286	0.193548387	4	0	18	1	0	11	10	0	1	0	1	32	2	0	0	0	1	6	0	6	0	0	0	0	6	0	7	9	4	2	1	1	1	0	1	3	0	1	4	0.260244726	6	0.380903524	3
428	351	78	0.488095238	0.166666667	4	4.095238095	6	0.166666667	0.166666667	30	13	49	0.5	11.86666667	75.41692308	5.96974359	6.912966667	6	8.841846275	30.94871795	42.97050358	2.117647059	0.628205128	5.548157467	765.0520598	44.58090186	0.423076923	1.358732441	0.5	4.833333333	0.166666667	2	0	14	1	0	5	4	1	0	0	5	22	0	0	0	2	0	3	0	1	0	0	0	0	5	0	7	0	2	2	1	1	0	0	1	3	0	0	4	0.136554739	6	0.185693944	1
1067	880	192	0.481481481	0.148148148	3	3.981481481	10	0.1	0	27	19.2	117	0.430555556	12.47166667	67.056375	8.676125	8.78303875	9	10.79355341	35.86666667	58.39399316	1.4	0.609375	8.443747687	484.6938776	102.6675	0.421875	2.814582562	0.555555556	5.636363636	0.182291667	4	1	32	2	0	17	19	0	1	0	7	43	0	0	0	1	0	10	0	10	0	0	1	0	8	0	15	6	5	4	0	5	0	0	2	5	0	0	2	0.278187009	6	0.341445707	3
848	708	142	0.442307692	0.205128205	3	4.429487179	6	0	0.333333333	31	23.66666667	92	0.378205128	15.10046948	51.7429108	11.92169014	9.925437089	13	13.81666965	46.20187793	59.02860057	2.714285714	0.647887324	7.720468496	622.4173554	92.98478873	0.478873239	2.937134754	0.444444444	7.5	0.133802817	3	1	23	0	0	18	13	0	0	0	2	47	0	0	0	0	0	1	0	8	0	0	0	0	6	0	6	8	3	2	0	0	1	0	1	2	0	0	2	0.265357264	6	0.301143032	3
502	414	90	0.448979592	0.173469388	4	4.163265306	5	0	0.2	21	18	67	0.479591837	12.53333333	68.245	8.212222222	8.564522222	9	11.20814326	36.88888889	70.83712377	1.37037037	0.744444444	7.062420108	419.921875	106.2613527	0.588888889	2.424412873	0.555555556	6.4	0.166666667	3	1	10	3	0	12	8	0	1	0	1	20	0	0	0	0	0	7	0	4	1	0	0	0	3	0	2	9	1	1	1	1	0	0	1	2	0	0	3	0.141731142	6	0.239862352	2
1152	958	200	0.472972973	0.193693694	3	4.234234234	10	0	0	22	20	110	0.414414414	14.8	56.674	10.323	9.2076	11	12.6883529	41.5	49.5581856	2.042553191	0.55	7.778174593	1063.945578	74.61666667	0.385	2.828427125	0.611111111	5.769230769	0.17	1	1	32	3	0	16	21	0	1	0	4	55	0	2	0	2	1	5	0	8	0	0	0	0	16	0	17	9	3	4	1	0	3	0	2	4	0	6	4	0.272869396	6	0.407009876	4
987	814	176	0.436842105	0.184210526	4	4.194736842	10	0	0.1	15	17.6	104	0.463157895	12.49454545	68.80054545	8.035363636	8.546675909	9	10.35521597	37.48636364	53.35941735	1.392857143	0.590909091	7.839294959	532.3007548	81.08585859	0.375	2.562846429	0.583333333	5.636363636	0.215909091	3	1	22	1	0	25	18	0	0	0	7	31	1	1	0	0	0	9	0	9	0	0	2	0	6	0	11	9	5	9	2	2	0	0	4	7	0	3	2	0.227435114	6	0.304252674	4
1264	1043	226	0.492	0.184	2	4.088	8	0	0.25	19	28.25	116	0.44	16.60973451	59.49664823	11.97882743	9.509204425	14	11.93303328	48.6039823	46.71278211	2.214285714	0.513274336	7.716205221	1307.12903	67.65888978	0.318584071	2.860317453	0.638888889	9	0.203539823	2	1	36	2	0	23	12	2	1	0	2	62	0	4	0	1	0	3	1	6	0	0	0	0	22	0	19	12	5	8	0	2	4	0	1	4	0	4	3	0.243205627	6	0.316428033	3
979	812	171	0.442105263	0.189473684	2	4.2	10	0	0.1	17	17.1	110	0.373684211	11.7522807	62.33113158	8.813502924	9.932671696	9	11.40765585	38.15263158	62.4578463	2.090909091	0.643274854	8.411910242	487.9818594	110.2003643	0.456140351	3.058876452	0.583333333	6.636363636	0.16374269	1	0	28	0	0	23	16	1	1	0	2	48	0	5	0	0	1	3	0	12	0	1	0	0	7	0	7	10	6	3	1	1	1	0	0	6	0	5	4	0.27801939	6	0.404181142	4
1097	912	189	0.42	0.225	2	4.43	9	0.111111111	0.111111111	27	21	100	0.38	14.53756614	54.8152381	10.83068783	9.189528571	11	13.2054373	44.80952381	45.73279122	2.414634146	0.529100529	7.273929675	822.6166436	59.44949765	0.349206349	2.400396793	0.555555556	5.142857143	0.174603175	2	2	32	1	0	22	17	0	0	0	6	59	0	2	0	0	0	1	0	7	0	0	1	0	8	0	13	8	5	3	1	3	0	0	1	4	0	6	3	0.376302799	6	0.485060091	4
1471	1218	259	0.508417508	0.178451178	2	3.993265993	13	0	0.076923077	12	19.92307692	137	0.363636364	13.52907633	57.5899109	10.176139	9.684800446	10	12.89618704	40.38639739	51.21444396	1.828571429	0.528957529	8.512765794	643.3191539	88.20800367	0.324324324	3.29325976	0.611111111	5.333333333	0.158301158	6	0	33	3	0	34	31	0	0	0	5	67	0	3	0	1	0	10	0	17	0	1	2	0	12	0	13	5	9	3	6	5	0	0	1	8	0	8	3	0.384467572	6	0.475810601	4
826	676	153	0.496932515	0.18404908	2	4.055214724	8	0	0.25	31	19.125	92	0.423312883	11.57156863	65.77606618	8.836070261	9.332420261	9	11.45678718	38.73284314	52.224848	1.744186047	0.60130719	7.437759168	667.6136364	73.91149684	0.39869281	2.506201459	0.583333333	6.333333333	0.215686275	4	2	22	1	0	17	14	0	0	0	3	36	0	3	0	0	0	4	2	4	0	0	1	0	9	0	9	9	6	4	3	2	1	0	0	7	0	4	2	0.211021568	6	0.295369961	2
920	758	165	0.505434783	0.206521739	2	4.032608696	7	0.142857143	0.285714286	19	23.57142857	101	0.369565217	15.24675325	56.26636364	11.26709957	10.16467316	11	12.78540364	46.6017316	55.62996681	2.444444444	0.612121212	7.862839336	599.4260814	88.87234848	0.4	3.036145882	0.555555556	4.090909091	0.139393939	0	2	27	0	0	18	17	1	2	0	3	52	0	5	0	1	0	4	0	9	0	0	0	0	5	0	5	6	3	5	2	2	0	0	3	8	0	4	4	0.245768368	6	0.392303353	3
701	580	123	0.436090226	0.218045113	4	4.278195489	5	0	0.2	51	24.6	80	0.383458647	15.36845528	47.74404878	12.71131707	9.093001463	13	14.55459255	48.17723577	56.20578005	2.333333333	0.650406504	7.213357077	543.0932704	80.46889771	0.463414634	2.524674977	0.527777778	6.166666667	0.154471545	1	0	20	0	0	12	9	0	1	0	4	37	0	0	0	1	1	4	0	4	0	0	3	0	6	0	6	5	4	4	0	0	1	0	1	1	0	0	1	0.206285188	6	0.242455437	2
785	652	139	0.460526316	0.197368421	3	4.210526316	8	0.125	0.125	6	17.375	99	0.381578947	12.4176259	63.82095773	8.674019784	9.723767626	9	11.69821941	38.95773381	74.19100202	2.34375	0.712230216	8.397070404	471.9330014	133.9705036	0.532374101	3.223117933	0.638888889	4.727272727	0.172661871	1	1	21	0	0	18	14	0	0	0	3	40	1	1	0	0	1	1	0	5	1	1	1	0	7	0	7	4	5	3	1	4	1	0	0	5	0	4	2	0.280571152	6	0.390473175	3
797	656	145	0.503225806	0.206451613	3	4.148387097	4	0	0.5	19	36.25	74	0.483870968	19.46551724	48.10056034	15.55577586	8.701396552	18	14.55459255	58.31896552	39.25612912	2.029411765	0.510344828	6.145365509	920.4522912	41.22292375	0.234482759	1.411773158	0.5	7	0.193103448	9	0	22	1	0	23	9	0	0	0	4	32	2	0	0	0	0	1	0	5	0	0	2	0	8	0	13	4	4	0	4	3	0	0	1	3	0	5	1	0.089085904	5.8	0.136654927	2
855	699	158	0.450292398	0.134502924	2	4.005847953	7	0	0.285714286	13	22.57142857	98	0.426900585	12.82603978	72.01740506	8.821717902	8.953384629	10	9.957137785	37.1283906	56.15405044	1.553191489	0.620253165	7.796461385	513.8071526	86.61835443	0.405063291	2.386671853	0.611111111	5.6	0.196202532	4	3	20	1	0	17	11	0	2	0	4	43	1	0	0	1	0	10	0	6	0	0	0	0	6	0	12	6	2	4	2	5	1	0	1	6	0	0	3	0.121514015	6	0.201467961	2
538	441	98	0.424528302	0.150943396	4	4.113207547	6	0.166666667	0	18	16.33333333	65	0.452830189	11.02312925	70.26278912	7.516734694	8.796939456	8	10.86419502	32.65986395	53.46025503	1.5	0.663265306	6.56599154	380.4484757	69.24087817	0.418367347	1.919289835	0.583333333	4.857142857	0.183673469	1	2	11	0	0	13	7	0	0	0	2	21	3	1	0	0	0	4	0	8	0	0	2	0	4	0	6	6	1	2	2	1	1	0	2	4	0	1	4	0.088737085	6	0.20251289	2
1299	1073	228	0.445833333	0.2125	3	4.370833333	9	0	0.222222222	23	25.33333333	119	0.4125	15.57192982	46.80061404	13.02508772	9.256059649	13	14.39478758	47.70175439	47.9984645	2.541666667	0.521929825	7.880967525	1059.750297	68.37759536	0.342105263	3.112651039	0.5	9.222222222	0.144736842	0	2	41	0	0	33	23	0	2	0	2	61	2	0	0	0	0	2	0	12	0	1	2	0	12	0	8	10	6	8	0	1	0	0	0	3	0	0	4	0.14274622	6	0.278092049	4
851	716	140	0.45398773	0.190184049	2	4.257668712	7	0	0	21	20	105	0.306748466	14	56.00928571	10.41571429	11.17007143	12	13.2567167	42.14285714	87.33230222	1.717948718	0.75	8.874119675	284.6648301	183.375	0.578571429	3.54964787	0.527777778	5.5	0.2	6	0	16	0	0	12	27	0	0	0	2	35	0	3	0	0	1	2	0	8	0	1	0	0	5	0	9	5	6	6	0	2	1	0	1	7	0	6	4	0.325777917	6	0.409572343	3
969	810	169	0.467741935	0.204301075	3	4.252688172	8	0	0.125	20	21.125	93	0.392473118	14.36715976	60.74578772	10.03454882	9.542761538	11	12.38480682	43.6102071	46.57596133	1.638297872	0.550295858	7.153846154	850.981405	62.62511679	0.331360947	2.769230769	0.555555556	7.375	0.183431953	2	0	25	1	0	19	20	0	0	0	6	39	0	4	0	0	0	4	0	10	0	1	0	1	9	0	14	8	4	2	0	3	1	0	0	7	0	7	3	0.384896931	6	0.461047742	3
680	565	116	0.484126984	0.23015873	3	4.349206349	7	0	0	28	16.57142857	70	0.420634921	12.83546798	56.5512069	9.488374384	10.17551182	9	12.54090057	41.57142857	47.07417026	2.034482759	0.603448276	6.499336836	906.6607262	57.85232384	0.387931034	2.414039396	0.527777778	6.285714286	0.163793103	2	1	22	0	0	17	9	0	1	0	1	34	0	1	0	0	0	4	0	5	1	0	0	0	2	0	3	4	4	1	2	5	0	0	0	3	0	2	3	0.386950726	6	0.52831083	3
1277	1064	218	0.440329218	0.197530864	4	4.263374486	14	0.071428571	0	17	15.57142857	116	0.329218107	11.73315858	57.92082569	9.048912189	10.34820066	9	11.76596054	37.5897772	48.59683379	2.469387755	0.532110092	7.856511353	739.7959184	73.52509444	0.348623853	3.5218844	0.5	4.705882353	0.160550459	6	2	24	0	0	20	32	0	0	0	2	68	1	4	0	0	0	3	0	11	0	0	0	0	14	0	10	9	10	4	0	2	0	0	3	7	0	6	2	0.316780014	6	0.478905866	4
1049	864	193	0.504672897	0.168224299	3	3.948598131	8	0	0.25	35	24.125	111	0.397196262	14.00233161	65.3108193	10.14310233	10.15097565	11	11.20814326	42.77784974	52.65605198	2.340909091	0.575129534	7.989954833	855.214497	83.30260331	0.383419689	3.239170878	0.638888889	8.125	0.14507772	3	1	26	0	0	23	14	0	3	0	2	62	0	2	0	0	2	4	0	11	0	0	1	0	8	0	6	8	4	4	3	3	3	0	2	5	0	2	3	0.17427839	6	0.29838301	3
810	674	140	0.467532468	0.194805195	3	4.253246753	9	0	0	19	15.55555556	83	0.415584416	12.50793651	62.33325397	8.42952381	9.483412698	8	11.4295279	36.98412698	49.13895062	2.054054054	0.592857143	7.014780314	1009.204471	66.47280702	0.4	2.789009041	0.555555556	5.25	0.2	2	1	21	0	0	16	10	0	1	0	0	38	1	2	0	0	1	4	0	5	0	0	2	0	12	0	11	8	4	3	2	0	2	0	0	6	0	4	2	0.203074058	6	0.222792541	2
1015	841	177	0.469072165	0.180412371	3	4.216494845	8	0	0.25	21	22.125	100	0.417525773	14.49971751	56.76117585	10.83875	9.461979096	11	13.0238668	41.8990113	49.46674052	1.955555556	0.564971751	7.51646028	895.1822917	71.17176609	0.389830508	2.630761098	0.666666667	7.3	0.152542373	4	1	24	1	0	19	14	2	1	0	1	50	1	1	0	0	0	8	0	9	0	0	2	0	10	0	10	8	7	0	1	1	1	0	1	5	0	2	2	0.277828862	6	0.346475327	3
1003	817	187	0.51	0.18	2	4.01	8	0	0.25	34	23.375	88	0.465	14.05588235	65.93611297	9.869565508	8.848948128	11	11.20814326	42.6263369	38.86031472	3.181818182	0.470588235	6.435197332	1575.086505	41.83006536	0.28342246	2.413199	0.555555556	6.7	0.14973262	2	4	36	2	0	32	11	0	0	0	3	54	1	1	0	3	0	3	0	2	0	0	0	0	9	0	11	5	6	2	2	2	0	0	0	12	5	0	3	0.225581141	6	0.270858179	3
847	698	152	0.466257669	0.165644172	3	4.17791411	8	0	0.125	33	19	79	0.411042945	12.6	66.21578947	8.743684211	8.734163158	9	10.9516	36.76315789	41.02749042	2.176470588	0.519736842	6.407746135	1473.777778	45.84007751	0.322368421	1.946657054	0.527777778	7.875	0.171052632	2	2	29	1	0	18	13	0	1	0	3	45	1	0	0	0	0	4	0	4	0	0	0	0	5	0	8	9	2	3	2	2	0	0	0	4	0	2	2	0.363006609	6	0.403900222	3
1098	915	187	0.456621005	0.196347032	1	4.100456621	12	0.083333333	0	23	15.58333333	113	0.333333333	11.58092692	63.43930704	8.282152406	9.222427986	9	11.374739	38.57798574	56.90021522	2.166666667	0.604278075	8.263378393	455.2469136	101.0410103	0.401069519	3.144471424	0.611111111	5.4	0.165775401	5	1	22	2	0	17	22	0	2	0	7	59	0	2	0	1	0	2	0	8	1	0	0	0	5	0	10	8	4	4	1	4	6	0	0	5	0	5	4	0.347921536	6	0.363860679	3
1226	1015	212	0.457264957	0.209401709	2	4.260683761	12	0	0	16	17.66666667	129	0.397435897	12.72704403	58.0127673	9.556603774	9.205077987	10	12.60261796	40.77987421	60.39741633	1.507692308	0.608490566	8.859756375	432	110.6499773	0.438679245	3.159292971	0.611111111	6.5	0.169811321	2	0	25	1	0	27	22	0	0	0	6	52	0	1	0	1	0	11	0	17	0	1	1	0	8	0	11	8	6	4	2	5	3	0	1	4	0	2	3	0.347800509	6	0.481023579	3
444	362	83	0.433333333	0.155555556	4	3.977777778	5	0	0	12	16.6	60	0.466666667	10.01349398	74.80768675	6.949060241	8.264679277	7	7.554174237	33.46746988	62.35710383	1.222222222	0.722891566	6.585855599	369.3444137	84.86118387	0.518072289	1.86599242	0.444444444	5.6	0.156626506	2	2	8	1	0	14	8	0	0	0	2	16	0	0	0	0	0	10	0	4	0	0	0	0	3	0	5	4	0	0	2	2	0	0	1	2	0	0	2	0.086103971	6	0.117457863	2
721	604	120	0.45112782	0.233082707	3	4.443609023	5	0	0.2	17	24	79	0.390977444	16.93333333	46.41	12.74833333	9.827066667	14	14.55459255	49.83333333	57.18731431	2.142857143	0.658333333	7.21168034	605.9556787	84.35497967	0.491666667	2.921186973	0.472222222	6.8	0.133333333	5	0	17	0	0	15	14	0	0	0	2	33	1	0	0	0	1	3	0	9	0	0	1	0	4	0	6	2	2	5	0	1	0	0	0	1	0	0	3	0.137863553	6	0.240769187	3
585	479	108	0.525423729	0.177966102	2	3.940677966	6	0	0.166666667	17	18	67	0.43220339	12.75555556	64.015	8.802222222	8.915411111	8	12.4579756	37.44444444	48.21977545	1.40625	0.62037037	6.447078006	645.1612903	59.81278229	0.37037037	2.116950987	0.416666667	5.285714286	0.175925926	2	0	13	1	0	11	13	0	0	0	4	26	1	0	0	0	0	6	0	7	0	0	0	0	5	0	10	3	2	0	0	4	0	0	0	2	0	0	4	0.297555332	6	0.375984061	2
329	271	62	0.513888889	0.125	4	3.722222222	4	0	0	14	15.5	50	0.513888889	11.36129032	69.66056452	7.393709677	8.22546129	6	10.68635297	30.01612903	81.22943689	1	0.806451613	6.35000635	274.1020794	120.9677419	0.548387097	1.651001651	0.472222222	5.5	0.193548387	3	1	6	0	0	4	7	0	0	0	0	12	0	1	0	2	0	6	0	4	0	0	1	0	3	0	5	5	1	1	0	0	0	0	1	3	0	0	3	0.046090236	5.8	0.071803573	1
1084	906	182	0.410891089	0.247524752	4	4.381188119	9	0	0.111111111	14	20.22222222	99	0.366336634	15.34163614	51.97208181	11.0340293	10.36556618	12	13.73150837	47.69474969	47.03139878	2.275	0.543956044	7.338368235	766.5626084	65.53031908	0.32967033	2.890872335	0.638888889	6.25	0.186813187	3	3	27	2	0	26	21	1	0	0	5	44	0	8	0	0	1	3	0	3	0	0	1	0	2	0	7	12	5	6	1	3	4	0	1	7	0	4	4	0.273875861	6	0.423205943	4
849	706	149	0.494186047	0.191860465	3	4.052325581	7	0	0.285714286	10	21.28571429	92	0.447674419	13.61495686	61.45281879	9.975858102	8.719251294	11	11.49170426	43.43336529	54.39575013	1.829268293	0.617449664	7.536933669	719.2665289	85.7063464	0.382550336	2.37577257	0.611111111	4.428571429	0.174496644	6	1	25	0	0	19	11	1	0	0	3	41	3	5	0	0	0	7	0	7	1	0	1	0	4	0	8	7	2	1	7	1	0	0	1	16	0	6	1	0.106708226	6	0.185512322	3
1043	865	180	0.413265306	0.224489796	4	4.331632653	9	0	0.222222222	19	20	110	0.403061224	14.22222222	51.645	11.02444444	8.839166667	11	13.90115768	44.44444444	57.31481524	1.528301887	0.611111111	8.198915917	378.2312925	94.11111111	0.372222222	2.161532378	0.694444444	6.3	0.183333333	3	1	22	2	0	23	21	1	0	0	6	43	1	1	0	1	0	6	0	11	2	1	1	0	3	0	8	6	5	5	4	5	0	0	2	2	0	4	4	0.363604876	6	0.434510388	3
681	559	123	0.484848485	0.181818182	3	4.151515152	7	0	0	15	17.57142857	73	0.439393939	11.90662021	63.8195122	8.723019744	8.487636353	8	9.957137785	37.08362369	46.75050772	2.392857143	0.593495935	6.582188333	817.2981551	57.18926829	0.406504065	1.983673196	0.472222222	5.875	0.178861789	1	2	22	0	0	20	10	0	0	0	3	31	1	1	0	0	0	0	0	6	0	0	0	0	5	0	7	4	4	5	0	2	1	0	0	7	0	0	4	0.353472645	6	0.294127772	3
1155	961	198	0.477876106	0.221238938	4	4.159292035	9	0	0.222222222	17	22	123	0.349557522	15.66868687	50.34136364	11.70313131	10.15052828	12	14.55459255	47.25252525	61.34756125	2.204545455	0.621212121	8.741229371	552.7410208	115.1230303	0.424242424	3.482278367	0.583333333	7.333333333	0.151515152	4	1	31	0	0	23	31	0	1	0	4	51	1	6	0	0	0	1	0	13	0	0	2	0	5	0	8	6	8	3	1	4	3	0	0	5	0	6	3	0.312458635	6	0.366649621	4
1429	1188	250	0.465454545	0.192727273	2	4.207272727	12	0	0	24	20.83333333	133	0.389090909	13.93333333	58.11236667	10.3294	9.533153333	11	12.16174496	42.03333333	51.0170128	2.084745763	0.532	8.411658576	1007.502015	83.1534188	0.348	2.972541001	0.638888889	4.944444444	0.172	4	1	39	1	0	30	31	1	0	0	7	63	1	5	0	3	0	3	0	12	0	1	1	0	11	0	15	10	7	6	0	5	1	0	0	4	0	14	4	0.375089031	6	0.451340929	4
746	615	135	0.459459459	0.189189189	2	4.047297297	7	0	0.142857143	18	19.28571429	91	0.472972973	12.15873016	63.80666667	9.150687831	8.920701058	9	10.91426088	40.02645503	63.42708441	1.522727273	0.674074074	7.832032989	340.8640507	103.1639731	0.466666667	2.668055194	0.638888889	4.9	0.222222222	2	1	16	1	0	21	11	1	0	0	0	28	1	0	0	1	0	6	0	6	0	2	3	0	7	0	6	4	7	3	4	6	1	0	1	8	1	6	4	0.116061571	6	0.183979723	2
665	547	119	0.4609375	0.2265625	3	4.15625	7	0	0	21	17	70	0.4140625	11.1697479	62.32453782	8.789579832	9.256506723	8	11.76596054	41.3697479	45.39099472	1.896551724	0.588235294	6.416889479	763.4083045	53.78151261	0.378151261	1.925066844	0.472222222	5.714285714	0.142857143	1	0	19	0	0	15	12	1	0	0	2	34	0	0	0	0	0	4	0	8	0	0	0	0	4	0	5	8	1	1	0	2	1	0	1	1	0	0	4	0.387208637	6	0.490752904	3
783	650	136	0.459459459	0.222972973	3	4.317567568	7	0	0.142857143	18	19.42857143	79	0.398648649	14.8302521	60.215	9.687142857	9.592583613	10	12.54090057	43.69327731	46.84246058	2.413793103	0.580882353	6.774194113	983.1111111	59.57610939	0.397058824	2.315230899	0.472222222	7.142857143	0.147058824	1	2	23	0	0	20	13	0	2	0	2	38	0	0	0	0	0	4	0	5	0	0	0	0	6	0	5	6	3	3	2	1	0	0	0	1	0	0	2	0.446920698	6	0.592778679	3
461	386	77	0.44047619	0.238095238	3	4.5	6	0	0	14	12.83333333	65	0.416666667	13.44502165	55.37280303	8.724090909	8.784461905	8	11.85546408	38.80735931	113.5312758	1.666666667	0.844155844	7.40743747	191.484001	192.0454545	0.727272727	2.393172106	0.472222222	6.333333333	0.168831169	1	1	10	0	0	8	8	0	0	0	2	21	0	0	0	0	0	2	0	6	0	0	0	0	3	0	5	3	1	2	2	0	1	0	1	3	0	0	4	0.115033571	6	0.171504653	2
1458	1216	248	0.440740741	0.248148148	3	4.407407407	11	0	0.090909091	26	22.54545455	132	0.359259259	16.11495601	51.93442815	11.61643695	9.911972287	13	13.17266863	49.56158358	50.90963596	2.157894737	0.532258065	8.382008382	853.7417075	81.76585095	0.35483871	3.238503239	0.583333333	5.769230769	0.149193548	1	4	37	1	0	32	31	0	1	0	7	65	0	5	0	1	0	4	0	16	0	0	0	0	9	0	12	9	9	3	0	4	2	0	1	5	0	8	4	0.411504293	6	0.507581597	4
1474	1234	248	0.405204461	0.219330855	4	4.505576208	16	0.125	0	20	15.5	128	0.408921933	12.6516129	57.72104839	9.059032258	9.307840323	9	11.45678718	39.29032258	48.66470592	1.76	0.516129032	8.128008128	935.2898407	74.04731183	0.330645161	3.238503239	0.611111111	5.222222222	0.233870968	4	2	37	0	0	29	19	0	0	0	4	58	2	6	0	1	1	2	0	14	0	0	1	0	12	0	16	16	7	18	0	1	1	0	0	6	0	4	3	0.304419364	6	0.384867913	4
739	606	135	0.506756757	0.168918919	3	4	11	0.181818182	0	7	12.27272727	85	0.391891892	9.057239057	74.05818182	5.978585859	8.689819865	5	9.800150415	30.79124579	54.4272526	1.823529412	0.62962963	7.31563521	480.3688281	79.20740741	0.42962963	2.409856304	0.583333333	4.636363636	0.17037037	3	2	19	0	0	15	11	0	0	0	6	37	1	0	0	1	0	5	0	5	0	1	0	0	4	0	9	6	3	2	1	2	1	0	1	3	0	0	2	0.265071024	6	0.389898525	3
706	579	128	0.460431655	0.18705036	4	4.079136691	6	0	0.166666667	19	21.33333333	83	0.446043165	14.15833333	56.29885417	10.7065625	8.272055208	10	13.5591	41.64583333	56.73760942	1.787878788	0.6484375	7.336232855	475	83.12248264	0.4453125	1.50260191	0.472222222	6.833333333	0.1484375	2	0	18	0	0	17	16	0	1	0	3	30	0	0	0	0	0	4	0	10	0	0	1	0	6	0	6	5	3	3	0	2	0	0	2	2	0	0	3	0.341713363	6	0.482963566	3
652	541	115	0.5	0.1953125	3	4.1171875	7	0	0.142857143	20	16.42857143	79	0.359375	12.13664596	62.89217391	8.568447205	9.394313665	8	12.03177207	38.16770186	62.30327042	2.115384615	0.686956522	7.366787985	424.1689751	96.47922705	0.513043478	2.331262021	0.555555556	6.285714286	0.147826087	2	2	16	0	0	13	13	0	1	0	1	32	1	0	0	0	0	3	0	6	0	0	1	0	5	0	5	3	2	2	3	2	2	0	0	2	0	1	3	0.378775467	6	0.456210764	3
1289	1076	216	0.445833333	0.233333333	3	4.4	12	0	0	24	18	127	0.370833333	14.97777778	57.74833333	9.676296296	9.28092037	11	11.85546408	43.92592593	57.04967682	1.803571429	0.587962963	8.641255481	619.3403397	100.6803995	0.416666667	3.334027705	0.555555556	5.357142857	0.185185185	5	0	32	2	0	23	26	0	1	0	8	51	1	0	0	0	1	3	0	13	0	0	0	0	10	0	16	5	7	9	1	2	0	0	3	6	0	4	4	0.412186502	6	0.485735288	4
1261	1039	224	0.47107438	0.198347107	2	4.210743802	10	0	0.2	24	22.4	139	0.429752066	14.67428571	58.33203571	10.68796429	8.624548929	11	12.6883529	43.82857143	64.04161774	2.48	0.620535714	9.287328156	562.4860771	122.7857668	0.464285714	2.73942773	0.555555556	7.6	0.147321429	1	0	38	2	0	34	23	0	1	0	3	60	0	3	0	0	0	3	0	13	0	0	1	0	12	0	12	5	11	4	0	1	0	0	1	6	0	2	4	0.337237135	6	0.416676734	3
476	390	87	0.495049505	0.118811881	3	3.772277228	5	0	0	28	17.4	56	0.475247525	10.1783908	79.29124138	6.522436782	7.766436552	8	9.3871	31.19310345	47.4687311	1.25	0.643678161	6.003830195	703.0178326	58.72005933	0.425287356	1.715380056	0.472222222	6	0.149425287	4	0	13	1	0	5	11	0	0	0	0	18	2	0	0	0	0	8	0	1	0	0	0	0	5	0	4	6	0	0	2	1	1	0	3	6	0	3	1	0.080954399	6	0.066798924	1
1009	836	174	0.461139896	0.202072539	3	4.238341969	11	0	0	15	15.81818182	103	0.378238342	12.99393939	62.90713166	8.414723093	9.139932393	9	11.20814326	38.23197492	53.29991963	2.243902439	0.591954023	7.808409849	688	82.86939453	0.385057471	3.032392174	0.555555556	6.083333333	0.172413793	1	0	28	2	0	21	15	0	0	0	3	51	1	1	0	0	0	5	0	5	0	1	0	0	9	0	10	8	5	4	0	3	1	0	1	2	0	0	4	0.25588106	6	0.329906942	3
