numberOfCharacters	numberOfCharactersNoSpaces	numberOfWords	numberOfShortWords	numberOfLongWords	mostFrequentWordLength	averageWordLength	numberOfSentences	numberOfShortSentences	numberOfLongSentences	mostFrequentSentenceLength	averageSentenceLength	numberOfDifferentWords	numberOfStopwords	gunningFogIndex	fleschReadingEase	fleschKincaidGradeLevel	daleChallReadabilityFormula	automatedReadabilityIndex	simpleMeasureOfGobbledygook	lix	wordVariationIndex	nominalRatio	typeTokenRatio	guiraudsIndex	yulesK	theDEstimate	hapaxLegomena	advancedGuiraudIndex	numberOfDifferentPosTags	sentenceStructureTreeHeight	correctVerbForm	pos_CC	pos_CD	pos_DT	pos_EX	pos_FW	pos_IN	pos_JJ	pos_JJR	pos_JJS	pos_LS	pos_MD	pos_NN	pos_NNS	pos_NNP	pos_NNPS	pos_PDT	pos_POS	pos_PRP	pos_PRP$	pos_RB	pos_RBR	pos_RBS	pos_RP	pos_SYM	pos_TO	pos_UH	pos_VB	pos_VBD	pos_VBG	pos_VBN	pos_VBP	pos_VBZ	pos_WDT	pos_WP	pos_WRB	numberOfSpellcheckingErrors	numberOfCapitalizationErrors	numberOfPunctuationErrors	scoreCosineSimilarityMax	cosineTopEssaySimilarityAverage	cosinePattern	cosineSumOfCorrelationValues	score
812	664	149	0.5	0.15060241	3	3.897590361	6	0	0.166666667	29	24.83333333	75	0.475903614	13.6917226	62.96205257	10.64667785	7.94145481	11	12.16174496	41.61185682	38.92471575	1.575	0.503355705	6.144239404	1393.877551	42.34309813	0.281879195	1.638463841	0.555555556	7.166666667	0.154362416	2	0	30	0	0	18	11	1	0	0	2	34	0	1	0	0	0	9	1	6	0	0	1	0	6	0	9	1	4	0	0	9	1	0	3	4	0	0	2	0.11916753	4.8	0.084421429	3
568	468	101	0.522123894	0.132743363	3	4.053097345	5	0	0.2	25	20.2	69	0.451327434	11.64435644	62.36368317	9.579089109	8.390499208	10	11.60247206	35.05148515	58.17877173	1.533333333	0.683168317	6.865756612	445.5335264	83.2291151	0.534653465	2.388089257	0.527777778	7.4	0.148514851	4	0	15	0	0	10	5	0	0	0	2	29	1	0	0	0	0	9	2	3	0	0	0	0	4	0	5	3	1	1	2	3	1	0	0	3	0	0	2	0.066899017	4.8	0.070424554	2
281	230	53	0.466666667	0.1	4	3.833333333	3	0	0	21	17.66666667	45	0.433333333	10.84025157	81.95616352	6.216981132	7.789936478	8	8.841846275	28.98742138	98.30664554	1	0.849056604	6.181225378	209.7505669	143.2783019	0.622641509	1.236245076	0.444444444	4.5	0.264150943	0	0	7	0	0	5	4	0	0	0	1	11	2	0	0	0	0	3	0	4	0	0	2	0	2	0	2	3	0	1	2	6	1	0	0	5	0	0	3	0.058122738	3.9	0.004829838	1
562	452	110	0.475409836	0.090163934	4	3.663934426	6	0	0.166666667	31	18.33333333	72	0.491803279	8.787878788	82.09212121	6.363636364	6.842560606	7	8.3441	28.33333333	54.44897495	1	0.654545455	6.864930643	531.4009662	75.65167464	0.445454545	1.430193884	0.444444444	6.166666667	0.254545455	4	0	19	0	0	9	7	0	0	0	2	21	0	0	0	0	0	5	0	8	0	0	1	0	6	0	12	4	5	0	5	2	0	0	2	2	0	0	0	0.086204118	4.5	0.017398469	0
159	127	33	0.514285714	0.028571429	3	3.542857143	2	0	0	25	16.5	24	0.6	6.6	95.23295455	4.07530303	5.411869697	5	3.1291	19.53030303	40.11325587	0.5	0.727272727	4.177863743	680.5293006	33.93939394	0.454545455	0.348155312	0.277777778	5	0.212121212	2	0	3	0	0	4	3	0	0	0	1	4	0	0	0	0	0	5	0	4	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	0.034948529	4.8	0.020486272	0
982	748	183	0.527363184	0.059701493	3	3.651741294	7	0.142857143	0.571428571	30	26.14285714	99	0.447761194	11.9871975	77.20819672	8.984949258	7.435426151	11	8.841846275	32.70023419	46.72991541	1.092307692	0.540983607	7.318290582	631.5789474	64.07757611	0.327868852	1.626286796	0.611111111	4.611111111	0.191256831	5	1	23	2	0	16	12	1	0	0	4	40	1	3	0	0	0	12	5	13	0	0	0	0	7	0	13	7	2	2	6	5	0	0	6	7	0	68	2	0.168132833	4.8	0.113452281	3
636	524	114	0.504065041	0.178861789	3	4.18699187	7	0	0	16	16.28571429	65	0.495934959	13.18095238	72.31026316	7.219323308	7.629973183	8	10.91426088	35.5839599	42.25111657	1.617647059	0.570175439	6.087807775	858.4807492	46.51584318	0.333333333	1.685854461	0.611111111	6.125	0.184210526	3	0	20	0	0	13	3	0	0	0	1	33	1	1	0	0	0	6	2	4	0	0	1	0	3	0	7	1	0	4	1	8	1	0	1	4	0	0	1	0.210093146	4.8	0.063131905	2
418	338	81	0.5	0.104651163	3	3.906976744	5	0	0	14	16.2	49	0.546511628	9.442962963	79.68088889	6.169975309	6.974217531	6	9.3871	27.31111111	40.5779372	1.206896552	0.604938272	5.444444444	1002.604167	39.83140432	0.395061728	1.222222222	0.472222222	5.2	0.24691358	2	0	14	1	0	11	1	0	0	0	2	18	0	0	0	0	0	5	0	4	0	0	1	0	2	0	4	3	3	1	4	5	0	0	0	3	0	0	2	0.201899889	4.5	0.032461515	1
543	443	101	0.431192661	0.137614679	4	4.009174312	3	0	0.666666667	47	33.66666667	59	0.541284404	17.0310231	57.90887789	13.54594059	7.651416172	16	14.06817629	48.51815182	41.88574364	0.795454545	0.584158416	5.870719422	800.2462296	44.72289015	0.306930693	0.99503719	0.555555556	7.666666667	0.217821782	2	0	16	0	0	7	2	0	0	0	1	19	0	0	0	1	0	8	0	12	0	0	1	0	4	0	6	6	3	2	2	3	1	0	3	3	0	0	0	0.121936671	2.1	-0.016345744	0
296	244	53	0.333333333	0.140350877	4	4.228070175	3	0	0	20	17.66666667	41	0.473684211	9.33081761	85.14861635	5.771698113	6.896162893	9	7.793537801	32.76100629	63.36682949	1.090909091	0.773584906	5.631783122	368.1788297	75.32783019	0.566037736	0.961523948	0.472222222	5.333333333	0.264150943	1	0	7	0	0	7	1	0	0	0	0	13	1	0	0	0	0	6	0	1	1	0	1	0	1	0	2	4	1	1	4	2	0	0	0	4	0	0	1	0.046331572	3.6	0.003241889	1
228	182	47	0.52	0.06	3	3.6	2	0	0	23	23.5	35	0.52	10.25106383	76.7825	8.387765957	7.153802128	9	7.16862163	29.88297872	52.18518894	2	0.744680851	5.105274702	532.5987144	54.29964539	0.510638298	0.875189949	0.444444444	5	0.127659574	2	0	10	0	0	8	1	0	0	0	2	10	2	0	0	0	0	2	0	2	0	0	1	0	1	0	2	2	1	0	1	0	0	0	0	3	0	0	0	0.036715616	1.8	-0.014814589	0
552	452	101	0.457943925	0.158878505	4	4.186915888	4	0	0.25	26	25.25	56	0.551401869	14.45643564	59.75080446	11.19809406	7.546622772	12	12.16174496	42.08168317	38.37604234	0.975609756	0.554455446	5.572208265	915.6378601	36.91441144	0.346534653	1.194044628	0.472222222	6	0.207920792	1	0	13	0	0	13	6	1	0	0	0	18	0	0	0	0	0	12	4	1	1	0	0	0	5	0	5	7	4	0	0	5	0	0	3	1	0	0	2	0.046830358	2.4	-0.014211984	2
436	355	82	0.420454545	0.113636364	4	4.011363636	2	0	0.5	68	41	56	0.5	19.32682927	55.85902439	15.65365854	8.558514634	20	11.20814326	53.19512195	53.09272201	1.590909091	0.682926829	6.18416546	672.1536351	64.72045028	0.524390244	1.214746787	0.472222222	8.5	0.195121951	3	0	14	0	0	9	4	0	0	0	3	21	1	0	0	0	0	2	0	4	0	0	0	0	2	0	7	3	1	1	2	2	0	0	3	3	0	0	0	0.189119513	4.8	0.072457909	2
739	608	133	0.486486486	0.128378378	3	4	9	0.111111111	0	22	14.77777778	86	0.405405405	9.520133668	80.51976608	5.699649123	7.218801086	7	9.150863308	29.06349206	57.26224194	1.234042553	0.646616541	7.457145738	476.1213529	87.55463126	0.481203008	1.647508942	0.527777778	6.111111111	0.165413534	4	0	14	0	0	15	11	0	0	0	1	33	2	0	0	0	0	11	8	6	0	0	1	1	4	0	6	6	1	3	3	3	0	0	0	5	0	0	2	0.109206106	4.8	0.103698449	2
305	250	56	0.473684211	0.157894737	3	4.280701754	2	0	0.5	33	28	38	0.578947368	15.48571429	68.13285714	10.71214286	6.99905	14	10.1257567	44.07142857	43.76856649	1.6875	0.678571429	5.077963596	971.5120526	40.82738095	0.5	0.801783726	0.416666667	6.5	0.178571429	1	0	12	0	0	10	1	0	0	0	0	13	0	0	0	0	0	3	0	3	0	0	0	0	2	0	1	4	1	1	1	2	1	0	0	0	0	0	1	0.120724322	4.8	0.023324393	1
318	251	68	0.579710145	0.072463768	3	3.579710145	2	0	1	34	34	45	0.623188406	15.36470588	74.03970588	11.37882353	6.716135294	13	7.16862163	41.35294118	45.20265103	0.892857143	0.661764706	5.457051563	671.4876033	44.66911765	0.470588235	0.727606875	0.472222222	6	0.176470588	2	0	10	0	0	9	1	0	0	0	1	13	1	0	0	0	0	11	2	3	0	0	0	0	1	0	2	3	1	0	2	4	0	0	2	2	0	0	1	0.129092801	4.5	0.024166854	1
687	555	133	0.492857143	0.1	3	3.892857143	6	0	0.5	14	22.16666667	64	0.542857143	10.97192982	77.47267544	7.960263158	6.39807193	9	8.841846275	32.69298246	35.08370463	0.979591837	0.481203008	5.549503805	1433.402706	31.24332571	0.285714286	1.12724296	0.472222222	6.285714286	0.187969925	6	0	19	0	0	15	2	0	0	0	4	28	0	1	0	0	0	12	6	6	0	0	3	0	4	0	10	5	0	0	5	5	0	0	2	3	0	0	0	0.099964785	4.5	0.028919533	2
340	282	59	0.375	0.1875	4	4.390625	4	0	0.25	10	14.75	47	0.484375	11.32372881	67.11459746	7.5625	7.847252542	8	10.68635297	35.08898305	75.13842288	0.818181818	0.796610169	6.118878816	375.308642	99.84180791	0.644067797	1.562266932	0.472222222	4.75	0.220338983	3	1	9	0	0	3	3	0	0	0	2	12	0	0	0	0	0	4	1	4	0	0	0	0	1	0	4	3	2	0	1	3	0	0	3	3	0	0	0	0.072021778	4.8	0.017472563	0
175	140	35	0.486486486	0.054054054	3	3.783783784	1	0	1	36	35	29	0.540540541	15.14285714	69.79	12.22	6.725928571	15	3.1291	40.71428571	68.98043035	1.25	0.828571429	4.901894677	603.5665295	74.08809524	0.657142857	0.507092553	0.361111111	7	0.142857143	1	0	6	0	0	4	0	1	0	0	2	9	0	0	0	0	0	2	1	4	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0.063649717	4.5	0.014753726	0
295	238	58	0.451612903	0.096774194	4	3.774193548	4	0	0	18	14.5	42	0.548387097	7.179310345	87.09681034	4.713275862	5.989148276	5	5.985473137	24.84482759	53.08413292	0.678571429	0.724137931	5.51487018	550	58.92672414	0.534482759	0.787838597	0.416666667	5.75	0.24137931	2	0	6	0	0	7	3	0	0	0	2	6	0	0	0	0	0	8	0	5	0	0	0	0	4	0	6	3	2	0	2	1	0	0	0	2	0	0	1	0.041863099	2.7	-0.008710623	1
576	466	110	0.542372881	0.127118644	3	3.838983051	4	0.25	0.5	40	27.5	59	0.56779661	15	63.55886364	11.22590909	7.153681818	12	11.69821941	41.13636364	37.76946579	1.181818182	0.536363636	5.625429277	1209.602955	36.60944742	0.327272727	0.953462589	0.555555556	6.75	0.181818182	3	0	23	0	0	7	8	0	0	0	3	23	0	0	0	1	0	9	1	3	0	0	1	0	6	0	7	3	2	1	2	5	1	0	1	3	0	1	2	0.245293761	4.8	0.066438182	2
725	584	130	0.514084507	0.169014085	3	4.063380282	6	0	0.166666667	25	21.66666667	71	0.457746479	12.97435897	67.70487179	9.198461538	8.355012821	10	11.20814326	40.12820513	41.55748792	1.818181818	0.546153846	6.227111937	888.4688091	46.66375489	0.361538462	2.28035085	0.472222222	6.833333333	0.161538462	6	0	21	0	0	11	13	0	0	0	1	33	1	0	0	0	0	4	3	5	0	0	0	0	9	0	6	0	5	1	0	9	1	0	1	2	2	11	2	0.237690028	4.8	0.145013975	3
404	330	74	0.444444444	0.135802469	4	4.049382716	5	0	0	12	14.8	49	0.518518519	9.163243243	74.05894595	6.606324324	7.144498919	7	8.841846275	29.66486486	47.05606553	0.75862069	0.662162162	5.696134298	665.4594839	52.56243243	0.418918919	1.162476387	0.444444444	4.6	0.216216216	2	0	13	0	0	5	4	0	0	0	4	13	0	0	0	0	0	5	1	5	0	2	0	0	2	0	8	2	2	0	0	4	0	0	2	0	0	2	0	0.046107312	4.8	0.019588191	2
524	430	95	0.490740741	0.157407407	3	3.953703704	4	0.25	0.25	61	23.75	67	0.444444444	13.28947368	63.39822368	10.31671053	8.138710526	11	11.69821941	41.64473684	61.63816174	1.333333333	0.705263158	6.874054959	448.4756866	91.13007519	0.484210526	1.744163199	0.472222222	5.5	0.178947368	5	0	15	0	0	6	7	0	0	0	1	25	3	0	0	0	0	8	1	4	0	0	0	0	1	0	2	4	5	0	4	2	0	0	3	4	0	2	0	0.15449722	4.8	0.087439415	2
572	473	100	0.491071429	0.169642857	3	4.169642857	6	0	0	20	16.66666667	72	0.455357143	11.46666667	68.09433333	7.902	9.042266667	9	11.20814326	35.66666667	66.834226	1.184210526	0.72	7.2	474.4932056	103.68	0.53	2.3	0.527777778	5.714285714	0.22	2	0	12	0	0	13	3	0	0	0	3	21	1	1	0	0	0	8	2	6	0	0	0	0	5	0	8	3	2	2	3	4	0	0	2	5	0	0	2	0.249572315	4.8	0.096996646	3
468	383	86	0.546391753	0.154639175	3	3.865979381	4	0	0	20	21.5	55	0.443298969	13.71627907	64.01482558	9.671744186	7.640574419	10	12.60261796	38.94186047	46.57777355	2.277777778	0.639534884	5.930802526	1213.955144	55.03094524	0.5	1.078327732	0.416666667	6.5	0.127906977	0	0	17	0	0	11	6	0	0	0	2	24	1	0	0	0	0	3	1	3	0	0	0	0	5	0	6	2	0	0	1	2	0	0	2	1	0	0	1	0.215862522	4.8	0.068170032	2
692	561	128	0.482014388	0.143884892	3	4.021582734	4	0	0.5	25	32	86	0.467625899	16.55	61.995625	12.561875	7.814246875	15	11.69821941	47.625	61.59257213	1.542857143	0.671875	7.601397898	475.9071981	95.61421131	0.4765625	1.679378605	0.472222222	7.75	0.203125	6	0	19	1	0	14	12	0	0	0	4	29	0	0	0	0	0	3	1	5	0	0	0	0	6	0	12	4	5	0	2	3	0	0	2	3	0	3	2	0.159605173	4.8	0.071911545	3
552	454	99	0.485981308	0.158878505	3	4.214953271	4	0	0.5	33	24.75	58	0.523364486	14.74848485	60.36829545	10.98775253	7.416019192	13	11.69821941	41.92171717	41.74679959	1.105263158	0.585858586	5.829219329	978.9540816	44.33949249	0.343434343	1.30654916	0.5	8.25	0.222222222	3	0	16	0	0	14	2	0	1	0	1	18	1	0	0	0	0	8	0	8	0	0	0	0	4	0	7	5	2	3	1	4	0	0	1	0	1	0	0	0.163731605	2.1	-0.020906138	1
252	203	53	0.545454545	0.090909091	3	3.636363636	2	0	0	26	26.5	42	0.545454545	12.86415094	74.5865566	9.439339623	7.632220755	10	10.1257567	35.93396226	69.72945151	1.857142857	0.79245283	5.769143686	393.75	83.20754717	0.622641509	1.236245076	0.388888889	6.666666667	0.169811321	2	0	8	0	0	7	2	0	0	0	1	16	0	0	0	0	0	4	1	0	0	0	0	0	2	0	3	4	1	0	0	1	0	0	1	3	0	0	1	0.170642347	4.8	0.065283146	1
356	292	65	0.426666667	0.106666667	4	3.866666667	4	0	0.25	18	16.25	52	0.466666667	9.576923077	81.01201923	5.996730769	7.357576923	7	8.841846275	28.55769231	80.16010608	1.130434783	0.8	6.449806199	325.5208333	120	0.569230769	1.36438208	0.472222222	4.2	0.215384615	3	0	9	0	0	7	3	0	0	0	2	16	1	0	0	0	0	3	0	5	0	0	0	0	1	0	5	1	1	0	4	3	0	0	2	4	0	2	1	0.155158107	4.8	0.037882942	0
449	360	90	0.539215686	0.049019608	3	3.5	8	0	0	10	11.25	59	0.470588235	5.388888889	93.89625	2.9575	5.598055556	3	6.627428351	16.80555556	50.1670651	1.379310345	0.655555556	6.219146065	520.1600492	63.6311828	0.455555556	0.737864787	0.527777778	4.875	0.177777778	2	0	14	0	0	11	5	0	1	0	1	22	0	0	0	0	0	6	3	2	1	0	0	0	4	0	4	6	1	2	0	3	0	0	1	2	0	0	2	0.145785906	4.8	0.129667481	2
285	230	56	0.524590164	0.081967213	3	3.754098361	4	0	0	11	14	44	0.540983607	7.028571429	89.89642857	4.198571429	6.868578571	5	5.985473137	22.92857143	69.18223705	0.88	0.785714286	5.879747322	328.7981859	87.86904762	0.607142857	1.202675589	0.416666667	5.5	0.232142857	3	0	5	0	0	9	1	0	0	0	1	11	0	0	0	0	0	6	3	3	0	0	0	0	1	0	5	5	1	0	2	0	1	0	0	3	0	0	1	0.046170261	4.8	0.029565063	1
171	143	29	0.322580645	0.193548387	4	4.580645161	2	0	0	8	14.5	19	0.419354839	12.69655172	69.59336207	7.154655172	8.16707931	9	10.1257567	35.18965517	28.46492808	3	0.655172414	3.528211425	1203.703704	19.29482759	0.310344828	0.928476691	0.222222222	6.5	0.172413793	0	0	7	0	0	3	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	2	0	0	0	1	0	0	1	0.157172739	3.6	-0.017420139	1
400	325	74	0.4625	0.0875	4	3.95	5	0	0	17	14.8	52	0.45	8.622702703	75.20218919	6.446864865	6.077607027	6	7.554174237	24.25945946	54.62903196	1.16	0.702702703	6.044877215	608	66.43734644	0.513513514	0.92998111	0.444444444	6.6	0.216216216	3	0	14	0	0	7	6	0	0	0	0	17	0	0	0	0	0	4	1	2	0	0	1	0	3	0	4	2	2	0	2	6	0	0	0	2	0	0	1	0.124148271	4.8	0.015359443	1
631	506	126	0.507575758	0.106060606	3	3.78030303	6	0	0.166666667	12	21	54	0.537878788	10.62222222	80.77714286	7.20952381	6.683179365	8	8.841846275	32.11111111	29.95806606	1.111111111	0.428571429	4.810702354	1569.95372	21.21428571	0.19047619	0.801783726	0.444444444	6.166666667	0.19047619	7	0	14	0	0	16	6	0	0	0	6	26	0	0	0	0	0	10	4	6	0	0	0	0	6	0	15	4	0	2	1	2	0	0	0	1	0	0	2	0.163612058	4.8	0.105074051	2
379	309	71	0.475	0.1	3	3.7875	5	0	0	15	14.2	52	0.4375	8.496901408	83.99101408	5.071943662	8.788707324	6	8.841846275	25.46760563	60.4503206	1.125	0.732394366	6.171264623	420	80.17790956	0.549295775	2.017528819	0.472222222	6.25	0.295774648	2	0	6	0	0	7	2	0	0	0	1	14	2	2	0	0	0	7	1	3	0	0	0	0	7	0	9	1	4	0	4	3	0	0	0	8	1	0	1	0.120249599	4.8	0.031586461	2
181	143	39	0.547619048	0.047619048	4	3.30952381	2	0	0	28	19.5	35	0.595238095	8.825641026	89.42711538	5.630384615	5.818315385	5	7.16862163	24.62820513	125.8524597	0.764705882	0.897435897	5.604485383	202.020202	164.9038462	0.743589744	0.480384461	0.388888889	6.5	0.179487179	1	0	5	0	0	4	2	0	0	0	1	7	0	1	0	0	0	6	0	4	0	0	0	0	1	0	3	1	0	0	3	0	0	0	1	1	0	0	0	0.063219765	2.1	-0.012417105	1
369	301	70	0.506329114	0.101265823	3	3.759493671	5	0	0	11	14	48	0.493670886	9.028571429	81.43642857	5.378571429	6.812185714	5	8.841846275	25.42857143	49.93401151	1.555555556	0.685714286	5.737097325	488.8888889	59.0961039	0.414285714	0.956182887	0.472222222	5.6	0.171428571	3	0	13	0	0	9	6	0	0	0	2	15	0	0	0	0	0	2	2	2	0	0	1	0	2	0	3	1	0	2	1	5	0	0	1	1	0	0	0	0.154002934	4.8	0.054786017	1
393	316	78	0.464285714	0.071428571	4	3.726190476	4	0	0	23	19.5	56	0.583333333	9.851282051	80.75019231	6.840641026	6.020751282	7	8.076483399	27.19230769	59.43408243	0.9	0.717948718	6.340751391	356.6529492	76.75524476	0.512820513	0.67936622	0.388888889	7	0.205128205	2	0	10	0	0	8	4	0	0	0	5	13	0	0	0	0	0	8	0	6	0	0	0	0	5	0	9	0	1	0	4	2	0	0	1	0	0	0	0	0.157064735	4.8	0.065396796	2
659	539	121	0.437037037	0.118518519	4	3.903703704	9	0.111111111	0	13	13.44444444	77	0.42962963	8.022405877	80.62194674	5.35415978	6.782765932	6	8.167268649	26.66758494	53.24766638	0.94	0.636363636	7	469.320672	75.17045455	0.421487603	1.181818182	0.611111111	4.8	0.231404959	2	0	13	1	0	13	5	1	0	0	3	25	2	0	0	0	0	12	2	6	1	0	0	0	2	0	9	1	5	0	7	6	2	0	2	5	0	1	1	0.096488329	4.8	0.044638967	2
483	394	89	0.397849462	0.11827957	4	4.193548387	2	0	1	30	44.5	61	0.516129032	20.94606742	44.74839888	18.07286517	9.214598876	22	13.0238668	56.85955056	55.54881337	1.464285714	0.685393258	6.465987068	656.9560048	69.43278491	0.505617978	1.695996608	0.527777778	6.5	0.202247191	2	0	15	0	0	13	3	0	0	0	2	19	1	1	0	0	0	3	0	4	0	0	0	0	3	0	6	2	3	1	3	3	0	0	3	6	1	1	0	0.086004483	1.8	-0.01021128	0
505	418	91	0.43877551	0.153061224	3	4.204081633	1	0	1	88	91	64	0.5	42.11428571	-1.738791209	36.10879121	11.2733967	46	22.07613592	107.4835165	60.0374632	1.608695652	0.703296703	6.709022955	532.1150228	81.68660969	0.527472527	1.467598771	0.527777778	7.333333333	0.131868132	3	0	15	0	0	10	7	1	0	0	1	24	0	0	0	0	0	2	5	3	1	0	0	1	3	0	5	2	0	0	4	1	1	0	2	3	0	8	2	0.086227088	4.8	0.083044863	2
497	405	94	0.464646465	0.131313131	3	3.96969697	4	0	0.25	15	23.5	56	0.515151515	13.22978723	72.2825	9.015425532	7.321780851	10	10.68635297	37.32978723	42.0836683	1.131578947	0.595744681	5.775958979	727.0233196	43.45800672	0.340425532	1.134563371	0.5	7.5	0.244680851	2	0	10	0	0	14	2	0	0	0	0	21	0	1	0	0	0	7	5	3	0	0	1	0	4	0	7	7	2	1	4	2	0	0	1	2	0	0	1	0.115676931	4.8	0.063615109	1
506	407	100	0.504587156	0.055045872	3	3.706422018	6	0	0	19	16.66666667	58	0.550458716	9.066666667	85.86033333	5.424	5.726366667	6	7.793537801	22.66666667	41.19219337	1.076923077	0.58	5.8	784.4387755	43.65190476	0.32	0.7	0.444444444	6.333333333	0.17	5	0	10	0	0	10	4	0	0	0	1	20	0	1	0	0	0	12	2	8	0	0	0	0	8	0	5	6	3	0	0	3	0	0	5	4	0	0	3	0.170487574	4.8	0.014663319	1
336	273	65	0.478873239	0.098591549	4	3.802816901	2	0	0.5	38	32.5	52	0.507042254	15.46153846	65.81980769	12.15269231	7.920653846	14	8.841846275	43.26923077	80.16010608	1.272727273	0.8	6.449806199	374.8438151	113.6	0.646153846	1.36438208	0.5	6.5	0.215384615	2	0	12	0	0	8	1	1	0	0	1	16	0	0	0	0	0	3	1	4	0	0	0	0	2	0	5	1	1	1	3	3	0	0	1	4	0	2	0	0.126802055	4.5	0.020885067	1
697	567	132	0.48951049	0.104895105	3	3.902097902	8	0	0	12	16.5	73	0.531468531	9.63030303	79.21022727	6.310151515	6.249218182	7	8.841846275	27.86363636	42.64477021	0.953488372	0.553030303	6.353834442	850.6616257	48.92443503	0.318181818	1.131504764	0.555555556	5.875	0.151515152	4	2	16	0	0	11	13	2	0	0	10	25	0	0	0	0	0	7	5	9	2	0	0	0	4	0	14	1	1	0	1	3	2	0	1	2	0	0	2	0.140951047	4.8	0.055762628	2
878	718	161	0.4375	0.119318182	4	4.028409091	12	0	0	16	13.41666667	78	0.477272727	8.348033126	81.29285973	5.253680124	6.851904555	6	8.3441	26.46014493	38.11394417	1.2	0.48447205	6.147261169	1206.717452	40.06525481	0.285714286	1.576220812	0.555555556	5.666666667	0.198757764	3	0	24	0	0	14	4	0	0	0	4	42	1	0	0	1	0	9	9	4	0	0	0	0	6	0	10	7	3	0	3	9	2	0	5	3	1	0	1	0.155615905	4.8	0.102934244	2
423	347	78	0.453488372	0.104651163	3	3.988372093	3	0	0.333333333	20	26	62	0.465116279	12.45128205	70.89884615	9.829487179	7.557766667	12	7.793537801	37.53846154	84.83839106	0.966666667	0.794871795	7.020117612	186.7279517	132.4455128	0.564102564	1.471960144	0.5	8	0.217948718	4	1	9	0	0	7	4	0	1	0	3	17	0	0	0	0	0	5	3	5	0	0	1	0	0	0	3	5	5	0	3	1	0	0	1	1	0	0	1	0.10286201	4.5	0.032841625	1
1119	915	205	0.466367713	0.152466368	3	4.053811659	10	0	0.2	26	20.5	114	0.448430493	11.90731707	71.71432927	8.349390244	7.8113	10	11.00357732	37.08536585	50.90053468	1.028169014	0.556097561	7.962105372	619.0082645	77.67644063	0.365853659	1.955604828	0.583333333	6.666666667	0.214634146	9	0	24	0	0	19	24	0	0	0	4	41	0	0	0	0	0	14	2	6	3	0	1	0	7	0	10	10	3	3	10	8	3	0	4	4	2	2	1	0.105501347	4.8	0.087305243	3
291	234	58	0.540983607	0.081967213	3	3.754098361	3	0	0	29	19.33333333	41	0.442622951	9.802298851	85.10821839	6.19137931	7.317847126	7	8.841846275	27.95402299	49.53370237	1.25	0.706896552	5.383563747	525	51.9984787	0.517241379	1.050451463	0.444444444	6.333333333	0.206896552	1	0	6	0	0	6	4	0	0	0	2	14	0	0	0	0	0	4	2	2	0	0	0	0	3	0	5	2	1	1	3	0	0	0	2	2	0	0	1	0.149647609	4.8	0.03537039	1
819	668	154	0.511494253	0.132183908	3	3.798850575	5	0	0.4	40	30.8	91	0.477011494	16.73558442	63.50546753	12.05316883	8.137621558	14	12.6883529	45.73506494	50.70188249	1.145454545	0.590909091	7.332988973	574.7126437	74.25757576	0.38961039	1.853392817	0.472222222	6.666666667	0.155844156	9	0	19	0	0	17	9	0	0	0	1	40	0	0	0	0	0	14	4	13	0	0	0	0	3	0	5	10	2	1	3	3	0	0	3	3	1	2	2	0.201927236	4.8	0.133787756	2
661	537	125	0.445255474	0.109489051	4	3.883211679	5	0	0.4	32	25	72	0.496350365	11.6	74.5256	9.0752	7.02394	11	9.3871	37	44.6306097	1	0.576	6.439875775	659.5253098	53.60060377	0.32	1.431083506	0.5	5.571428571	0.192	3	0	19	0	0	13	6	0	0	0	5	27	1	0	0	0	0	8	4	10	0	0	0	0	3	0	7	6	2	0	3	6	1	0	2	1	0	1	0	0.124538222	4.8	0.041744831	2
273	222	52	0.471698113	0.113207547	3	4.094339623	1	0	1	52	52	38	0.547169811	23.10769231	48.305	19.44	8.037623077	25	11.20814326	63.53846154	51.72554172	3	0.730769231	5.269651864	752.3739956	52.56318681	0.576923077	0.832050294	0.388888889	6	0.096153846	2	1	11	0	0	8	4	0	0	0	1	16	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	1	2	0	0	1	3	0	0	1	0.016024219	2.1	-0.010067591	0
262	213	50	0.433962264	0.075471698	4	3.905660377	3	0	0	15	16.66666667	35	0.509433962	9.066666667	86.70633333	5.306	6.357966667	7	7.793537801	24.66666667	44.83477243	1.833333333	0.7	4.949747468	670.3397612	43.28333333	0.42	0.707106781	0.444444444	6	0.18	3	0	9	1	0	6	2	1	0	0	0	13	0	0	0	0	0	2	0	1	0	0	0	0	2	0	3	1	1	0	1	3	0	0	2	2	0	1	1	0.110366114	4.5	0.034226315	1
272	220	53	0.473684211	0.087719298	4	3.754385965	4	0	0	10	13.25	40	0.526315789	7.564150943	89.63153302	4.049198113	6.08124717	4	5.985473137	22.68396226	57.97713146	1.466666667	0.754716981	5.494422558	394.4773176	66.18287373	0.58490566	0.824163384	0.416666667	5.25	0.169811321	1	0	11	0	0	8	2	0	0	0	1	12	0	0	0	0	0	4	0	2	0	0	0	0	1	0	3	1	0	1	1	3	0	0	2	1	0	0	0	0.111880389	4.8	0.046554538	1
